n_2DEG,Total Mobility,Remote Impurity Mobility,Dislocation Mobility,Background Impurity Mobility,Alloy Disorder Mobility,Optical Phonon Mobility,Interface Roughness Mobility,Remote Barrier Mobility
4.152033203320332160e+17,1.290612771004426804e+02,5.501855208217218399e+09,8.514565615806417540e+06,3.911535392483852804e+07,1.338324295418192662e+02,8.932468292012561035e+10,8.543617857417466439e+03,6.287834523676821846e+03
4.155032503250325120e+17,1.290337214960885603e+02,5.507817838881077766e+09,8.523168015193730593e+06,3.915774515468981117e+07,1.338002197648667391e+02,8.932468292012561035e+10,8.541557079629725195e+03,6.294648958721231793e+03
4.158031803180318080e+17,1.290061868228670789e+02,5.513782621988583565e+09,8.531773113528465852e+06,3.920015168730565906e+07,1.337680409736501304e+02,8.932468292012561035e+10,8.539497010021386814e+03,6.301465853701239212e+03
4.161031103110311040e+17,1.289786730577425828e+02,5.519749556763288498e+09,8.540380909880017862e+06,3.924257351716595143e+07,1.337358931160426607e+02,8.932468292012561035e+10,8.537437650464811668e+03,6.308285207729473768e+03
4.164030403040304000e+17,1.289511801777007349e+02,5.525718642429578781e+09,8.548991403318757191e+06,3.928501063875650615e+07,1.337037761400426348e+02,8.932468292012561035e+10,8.535379002823094197e+03,6.315107019919520098e+03
4.167029702970296960e+17,1.289237081597489976e+02,5.531689878212689400e+09,8.557604592916382477e+06,3.932746304656909406e+07,1.336716899937732990e+02,8.932468292012561035e+10,8.533321068949653636e+03,6.321931289385932359e+03
4.170029002900289920e+17,1.288962569809164620e+02,5.537663263338687897e+09,8.566220477744713426e+06,3.936993073510145396e+07,1.336396346254822731e+02,8.932468292012561035e+10,8.531263850688790626e+03,6.328758015244217859e+03
4.173028302830282880e+17,1.288688266182537063e+02,5.543638797034472466e+09,8.574839056877436116e+06,3.941241369885727763e+07,1.336076099835410389e+02,8.932468292012561035e+10,8.529207349874939609e+03,6.335587196610827959e+03
4.176027602760275840e+17,1.288414170488331933e+02,5.549616478527782440e+09,8.583460329388841987e+06,3.945491193234612793e+07,1.335756160164448829e+02,8.932468292012561035e+10,8.527151568333341856e+03,6.342418832603180817e+03
4.179026902690269440e+17,1.288140282497491000e+02,5.555596307047180176e+09,8.592084294353982434e+06,3.949742543008355796e+07,1.335436526728122715e+02,8.932468292012561035e+10,8.525096507879805358e+03,6.349252922339635006e+03
4.182026202620262400e+17,1.287866601981174028e+02,5.561578281822067261e+09,8.600710950849257410e+06,3.953995418659094721e+07,1.335117199013845664e+02,8.932468292012561035e+10,8.523042170320668447e+03,6.356089464939506797e+03
4.185025502550255360e+17,1.287593128710759061e+02,5.567562402082672119e+09,8.609340297951864079e+06,3.958249819639561325e+07,1.334798176510255985e+02,8.932468292012561035e+10,8.520988557452979876e+03,6.362928459523054698e+03
4.188024802480248320e+17,1.287319862457842419e+02,5.573548667060045242e+09,8.617972334740022197e+06,3.962505745403076708e+07,1.334479458707211847e+02,8.932468292012561035e+10,8.518935671064316921e+03,6.369769905211482182e+03
4.191024102410241280e+17,1.287046802994240693e+02,5.579537075986070633e+09,8.626607060292787850e+06,3.966763195403548330e+07,1.334161045095790996e+02,8.932468292012561035e+10,8.516883512932867234e+03,6.376613801126940416e+03
4.194023402340234240e+17,1.286773950091989036e+02,5.585527628093453407e+09,8.635244473690437153e+06,3.971022169095468521e+07,1.333842935168282793e+02,8.932468292012561035e+10,8.514832084827536164e+03,6.383460146392520983e+03
4.197022702270227200e+17,1.286501303523342585e+02,5.591520322615727425e+09,8.643884574013732374e+06,3.975282665933915973e+07,1.333525128418186512e+02,8.932468292012561035e+10,8.512781388507866723e+03,6.390308940132261341e+03
4.200022002200220160e+17,1.286228863060778167e+02,5.597515158787234306e+09,8.652527360345017165e+06,3.979544685374553502e+07,1.333207624340208213e+02,8.932468292012561035e+10,8.510731425724108703e+03,6.397160181471126634e+03
4.203021302130213120e+17,1.285956628476991455e+02,5.603512135843153000e+09,8.661172831767253578e+06,3.983808226873628795e+07,1.332890422430255626e+02,8.932468292012561035e+10,8.508682198217256882e+03,6.404013869535031517e+03
4.206020602060206080e+17,1.285684599544899811e+02,5.609511253019470215e+09,8.669820987364290282e+06,3.988073289887968451e+07,1.332573522185434456e+02,8.932468292012561035e+10,8.506633707718896403e+03,6.410870003450823788e+03
4.209019901990199040e+17,1.285412776037641720e+02,5.615512509552989960e+09,8.678471826221013442e+06,3.992339873874980956e+07,1.332256923104045825e+02,8.932468292012561035e+10,8.504585955951342839e+03,6.417728582346276198e+03
4.212019201920192000e+17,1.285141157728578207e+02,5.621515904681341171e+09,8.687125347423588857e+06,3.996607978292658925e+07,1.331940624685582577e+02,8.932468292012561035e+10,8.502538944627789533e+03,6.424589605350104648e+03
4.215018501850184960e+17,1.284869744391291704e+02,5.627521437642959595e+09,8.695781550058543682e+06,4.000877602599567175e+07,1.331624626430724163e+02,8.932468292012561035e+10,8.500492675451954710e+03,6.431453071591954540e+03
4.218017801780177920e+17,1.284598535799586898e+02,5.633529107677093506e+09,8.704440433213727549e+06,4.005148746254853904e+07,1.331308927841333229e+02,8.932468292012561035e+10,8.498447150118581703e+03,6.438318980202393504e+03
4.221017101710170880e+17,1.284327531727491589e+02,5.639538914023811340e+09,8.713101995977729559e+06,4.009421408718243241e+07,1.330993528420453913e+02,8.932468292012561035e+10,8.496402370313149731e+03,6.445187330312926861e+03
4.224016401640163840e+17,1.284056731949257255e+02,5.645550855923978806e+09,8.721766237440537661e+06,4.013695589450033009e+07,1.330678427672306441e+02,8.932468292012561035e+10,8.494358337711888453e+03,6.452058121055974880e+03
4.227015701570157440e+17,1.283786136239357631e+02,5.651564932619277000e+09,8.730433156692557037e+06,4.017971287911099941e+07,1.330363625102284004e+02,8.932468292012561035e+10,8.492315053981674282e+03,6.458931351564891884e+03
4.230015001500150400e+17,1.283515744372489280e+02,5.657581143352200508e+09,8.739102752825321630e+06,4.022248503562888503e+07,1.330049120216947074e+02,8.932468292012561035e+10,8.490272520780448758e+03,6.465807020973945328e+03
4.233014301430143360e+17,1.283245556123576705e+02,5.663599487366037369e+09,8.747775024931401014e+06,4.026527235867422819e+07,1.329734912524026242e+02,8.932468292012561035e+10,8.488230739757114861e+03,6.472685128418330351e+03
4.236013601360136320e+17,1.282975571267764110e+02,5.669619963904888153e+09,8.756449972104454413e+06,4.030807484287294000e+07,1.329421001532409150e+02,8.932468292012561035e+10,8.486189712551064076e+03,6.479565673034158863e+03
4.239012901290129280e+17,1.282705789580423925e+02,5.675642572213654518e+09,8.765127593438398093e+06,4.035089248285667598e+07,1.329107386752145601e+02,8.932468292012561035e+10,8.484149440793036774e+03,6.486448653958465002e+03
4.242012201220122240e+17,1.282436210837149986e+02,5.681667311538040161e+09,8.773807888028983027e+06,4.039372527326276898e+07,1.328794067694438468e+02,8.932468292012561035e+10,8.482109926104227270e+03,6.493334070329190581e+03
4.245011501150115200e+17,1.282166834813766059e+02,5.687694181124546051e+09,8.782490854972168803e+06,4.043657320873423666e+07,1.328481043871643976e+02,8.932468292012561035e+10,8.480071170097089635e+03,6.500221921285196004e+03
4.248010801080108160e+17,1.281897661286316747e+02,5.693723180220476151e+09,8.791176493365434930e+06,4.047943628391978890e+07,1.328168314797263463e+02,8.932468292012561035e+10,8.478033174374864757e+03,6.507112205966260262e+03
4.251010101010101120e+17,1.281628690031075735e+02,5.699754308073927879e+09,8.799864802306786180e+06,4.052231449347379059e+07,1.327855879985945364e+02,8.932468292012561035e+10,8.475995940531849556e+03,6.514004923513062749e+03
4.254009400940094080e+17,1.281359920824541234e+02,5.705787563933799744e+09,8.808555780895354226e+06,4.056520783205629140e+07,1.327543738953478112e+02,8.932468292012561035e+10,8.473959470153211441e+03,6.520900073067199628e+03
4.257008700870087040e+17,1.281091353443438550e+02,5.711822947049777031e+09,8.817249428230842575e+06,4.060811629433294386e+07,1.327231891216787005e+02,8.932468292012561035e+10,8.471923764815101094e+03,6.527797653771174737e+03
4.260008000800080000e+17,1.280822987664718937e+02,5.717860456672340393e+09,8.825945743414390832e+06,4.065103987497509271e+07,1.326920336293931655e+02,8.932468292012561035e+10,8.469888826084843458e+03,6.534697664768389586e+03
4.263007300730072960e+17,1.280554823265560742e+02,5.723900092052773476e+09,8.834644725548122078e+06,4.069397856865967065e+07,1.326609073704102570e+02,8.932468292012561035e+10,8.467854655520553933e+03,6.541600105203170642e+03
4.266006600660065920e+17,1.280286860023370537e+02,5.729941852443129539e+09,8.843346373734267429e+06,4.073693237006922811e+07,1.326298102967617467e+02,8.932468292012561035e+10,8.465821254671644056e+03,6.548504974220722033e+03
4.269005900590058880e+17,1.280019097715781697e+02,5.735985737096273422e+09,8.852050687076816335e+06,4.077990127389197052e+07,1.325987423605917002e+02,8.932468292012561035e+10,8.463788625078439509e+03,6.555412270967169206e+03
4.272005200520051840e+17,1.279751536120653839e+02,5.742031745265834808e+09,8.860757664680538699e+06,4.082288527482164651e+07,1.325677035141561646e+02,8.932468292012561035e+10,8.461756768272458430e+03,6.562321994589527094e+03
4.275004500450044800e+17,1.279484175016078069e+02,5.748079876206250191e+09,8.869467305650658906e+06,4.086588436755762994e+07,1.325366937098230835e+02,8.932468292012561035e+10,8.459725685776211321e+03,6.569234144235717395e+03
4.278003800380038400e+17,1.279217014180369034e+02,5.754130129172729492e+09,8.878179609093640000e+06,4.090889854680486768e+07,1.325057129000714440e+02,8.932468292012561035e+10,8.457695379103441155e+03,6.576148719054548565e+03
4.281003100310031360e+17,1.278950053392074011e+02,5.760182503421262741e+09,8.886894574117252603e+06,4.095192780727384984e+07,1.324747610374915325e+02,8.932468292012561035e+10,8.455665849758881450e+03,6.583065718195731279e+03
4.284002400240024320e+17,1.278683292429966656e+02,5.766236998208633423e+09,8.895612199829552323e+06,4.099497214368065447e+07,1.324438380747840824e+02,8.932468292012561035e+10,8.453637099238590963e+03,6.589985140809866607e+03
4.287001700170017280e+17,1.278416731073050414e+02,5.772293612792396545e+09,8.904332485339660197e+06,4.103803155074691027e+07,1.324129439647602453e+02,8.932468292012561035e+10,8.451609129029817268e+03,6.596906986048453291e+03
4.290001000100010240e+17,1.278150369100557384e+02,5.778352346430890083e+09,8.913055429757611826e+06,4.108110602319976687e+07,1.323820786603411648e+02,8.932468292012561035e+10,8.449581940610803940e+03,6.603831253063875010e+03
4.293000300030003200e+17,1.277884206291949738e+02,5.784413198383229256e+09,8.921781032194683328e+06,4.112419555577193201e+07,1.323512421145576923e+02,8.932468292012561035e+10,8.447555535451367177e+03,6.610757941009404931e+03
4.295999599959996160e+17,1.277618242426917874e+02,5.790476167909302711e+09,8.930509291762718931e+06,4.116730014320158958e+07,1.323204342805499039e+02,8.932468292012561035e+10,8.445529915012086349e+03,6.617687049039203885e+03
4.298998899889989120e+17,1.277352477285383543e+02,5.796541254269784927e+09,8.939240207574713975e+06,4.121041978023249656e+07,1.322896551115669581e+02,8.932468292012561035e+10,8.443505080745273517e+03,6.624618576308325828e+03
4.301998199819982080e+17,1.277086910647497717e+02,5.802608456726110458e+09,8.947973778744094074e+06,4.125355446161385626e+07,1.322589045609666698e+02,8.932468292012561035e+10,8.441481034094242204e+03,6.631552521972697832e+03
4.304997499749975040e+17,1.276821542293641869e+02,5.808677774540493011e+09,8.956710004385752603e+06,4.129670418210039288e+07,1.322281825822152257e+02,8.932468292012561035e+10,8.439457776493734855e+03,6.638488885189134635e+03
4.307996799679968000e+17,1.276556372004427402e+02,5.814749206975919724e+09,8.965448883615251631e+06,4.133986893645230681e+07,1.321974891288867298e+02,8.932468292012561035e+10,8.437435309369711831e+03,6.645427665115336822e+03
4.310996099609960960e+17,1.276291399560697357e+02,5.820822753296145439e+09,8.974190415549075231e+06,4.138304871943527460e+07,1.321668241546631464e+02,8.932468292012561035e+10,8.435413634139535134e+03,6.652368860909881732e+03
4.313995399539953920e+17,1.276026624743524991e+02,5.826898412765691757e+09,8.982934599304266274e+06,4.142624352582041919e+07,1.321361876133336466e+02,8.932468292012561035e+10,8.433392752212064806e+03,6.659312471732220729e+03
4.316994699469946880e+17,1.275762047334214344e+02,5.832976184649847984e+09,8.991681433999598026e+06,4.146945335038433969e+07,1.321055794587944661e+02,8.932468292012561035e+10,8.431372664987336975e+03,6.666258496742685566e+03
4.319993999399939840e+17,1.275497667114300100e+02,5.839056068214669228e+09,9.000430918753867969e+06,4.151267818790907413e+07,1.320749996450486492e+02,8.932468292012561035e+10,8.429353373856736653e+03,6.673206935102481111e+03
4.322993299329932800e+17,1.275233483865549999e+02,5.845138062726978302e+09,9.009183052687238902e+06,4.155591803318209946e+07,1.320444481262055945e+02,8.932468292012561035e+10,8.427334880203276043e+03,6.680157785973688988e+03
4.325992599259926400e+17,1.274969497369962568e+02,5.851222167454357147e+09,9.017937834920622408e+06,4.159917288099630177e+07,1.320139248564807417e+02,8.932468292012561035e+10,8.425317185401456300e+03,6.687111048519266660e+03
4.328991899189919360e+17,1.274705707409767683e+02,5.857308381665148735e+09,9.026695264575911686e+06,4.164244272614999115e+07,1.319834297901953732e+02,8.932468292012561035e+10,8.423300290816923734e+03,6.694066721903028338e+03
4.331991199119912320e+17,1.274442113767427855e+02,5.863396704628462791e+09,9.035455340776065364e+06,4.168572756344687939e+07,1.319529628817761591e+02,8.932468292012561035e+10,8.421284197807213786e+03,6.701024805289671349e+03
4.334990499049905280e+17,1.274178716225637231e+02,5.869487135614163399e+09,9.044218062644155696e+06,4.172902738769610226e+07,1.319225240857549295e+02,8.932468292012561035e+10,8.419268907721019787e+03,6.707985297844759771e+03
4.337989798979898240e+17,1.273915514567321452e+02,5.875579673892871857e+09,9.052983429304990917e+06,4.177234219371214509e+07,1.318921133567682489e+02,8.932468292012561035e+10,8.417254421898795044e+03,6.714948198734710786e+03
4.340989098909891200e+17,1.273652508575641207e+02,5.881674318735969543e+09,9.061751439884265885e+06,4.181567197631490976e+07,1.318617306495573303e+02,8.932468292012561035e+10,8.415240741672505465e+03,6.721913507126821969e+03
4.343988398839884160e+17,1.273389698033986548e+02,5.887771069415587425e+09,9.070522093507733196e+06,4.185901673032963276e+07,1.318313759189674101e+02,8.932468292012561035e+10,8.413227868365578615e+03,6.728881222189242180e+03
4.346987698769877120e+17,1.273127082725982007e+02,5.893869925204620361e+09,9.079295389302929863e+06,4.190237645058693737e+07,1.318010491199477201e+02,8.932468292012561035e+10,8.411215803293076533e+03,6.735851343090994305e+03
4.349986998699870080e+17,1.272864662435484888e+02,5.899970885376701355e+09,9.088071326397743076e+06,4.194575113192277402e+07,1.317707502075509751e+02,8.932468292012561035e+10,8.409204547761879439e+03,6.742823869001946150e+03
4.352986298629863040e+17,1.272602436946585414e+02,5.906073949206229210e+09,9.096849903921149671e+06,4.198914076917845756e+07,1.317404791369332600e+02,8.932468292012561035e+10,8.407194103070080018e+03,6.749798799092834088e+03
4.355985598559856000e+17,1.272340406043606720e+02,5.912179115968346596e+09,9.105631121002970263e+06,4.203254535720063001e+07,1.317102358633534038e+02,8.932468292012561035e+10,8.405184470507940205e+03,6.756776132535254874e+03
4.358984898489848960e+17,1.272078569511105286e+02,5.918286384938942909e+09,9.114414976773858070e+06,4.207596489084126055e+07,1.316800203421731226e+02,8.932468292012561035e+10,8.403175651357010793e+03,6.763755868501648365e+03
4.361984198419841920e+17,1.271816927133872497e+02,5.924395755394656181e+09,9.123201470365287736e+06,4.211939936495760828e+07,1.316498325288563365e+02,8.932468292012561035e+10,8.401167646890689866e+03,6.770738006165321167e+03
4.364983498349834880e+17,1.271555478696930095e+02,5.930507226612873077e+09,9.131990600909823552e+06,4.216284877441226691e+07,1.316196723789689429e+02,8.932468292012561035e+10,8.399160458374022710e+03,6.777722544700426624e+03
4.367982798279827840e+17,1.271294223985536576e+02,5.936620797871722221e+09,9.140782367540715262e+06,4.220631311407309771e+07,1.315895398481786458e+02,8.932468292012561035e+10,8.397154087064069245e+03,6.784709483281971188e+03
4.370982098209820800e+17,1.271033162785182924e+02,5.942736468450084686e+09,9.149576769392311573e+06,4.224979237881328166e+07,1.315594348922545578e+02,8.932468292012561035e+10,8.395148534209292848e+03,6.791698821085811687e+03
4.373981398139814400e+17,1.270772294881594604e+02,5.948854237627566338e+09,9.158373805599318817e+06,4.229328656351126730e+07,1.315293574670668875e+02,8.932468292012561035e+10,8.393143801050222464e+03,6.798690557288649870e+03
4.376980698069807360e+17,1.270511620060730706e+02,5.954974104684532166e+09,9.167173475297909230e+06,4.233679566305073351e+07,1.314993075285867690e+02,8.932468292012561035e+10,8.391139888818985128e+03,6.805684691068036045e+03
4.379979997999800320e+17,1.270251138108784517e+02,5.961096068902072906e+09,9.175975777624916285e+06,4.238031967232068628e+07,1.314692850328857219e+02,8.932468292012561035e+10,8.389136798739689766e+03,6.812681221602369078e+03
4.382979297929793280e+17,1.269990848812184367e+02,5.967220129562026978e+09,9.184780711717884988e+06,4.242385858621530980e+07,1.314392899361355660e+02,8.932468292012561035e+10,8.387134532028312606e+03,6.819680148070889118e+03
4.385978597859786240e+17,1.269730751957592361e+02,5.973346285946969032e+09,9.193588276715084910e+06,4.246741239963410050e+07,1.314093221946080519e+02,8.932468292012561035e+10,8.385133089892580756e+03,6.826681469653680324e+03
4.388977897789779200e+17,1.269470847331904508e+02,5.979474537340201378e+09,9.202398471756437793e+06,4.251098110748174042e+07,1.313793817646744060e+02,8.932468292012561035e+10,8.383132473532290533e+03,6.833685185531659044e+03
4.391977197719772160e+17,1.269211134722253433e+02,5.985604883025779724e+09,9.211211295981606469e+06,4.255456470466815680e+07,1.313494686028055014e+02,8.932468292012561035e+10,8.381132684139021876e+03,6.840691294886605647e+03
4.394976497649765120e+17,1.268951613916004106e+02,5.991737322288471222e+09,9.220026748532069847e+06,4.259816318610846251e+07,1.313195826655709766e+02,8.932468292012561035e+10,8.379133722896363906e+03,6.847699796901109949e+03
4.397975797579758080e+17,1.268692284700758250e+02,5.997871854413788795e+09,9.228844828549753875e+06,4.264177654672303051e+07,1.312897239096393491e+02,8.932468292012561035e+10,8.377135590979805784e+03,6.854710690758617602e+03
4.400975097509751040e+17,1.268433146864351215e+02,6.004008478687971115e+09,9.237665535177346319e+06,4.268540478143737465e+07,1.312598922917775326e+02,8.932468292012561035e+10,8.375138289557078679e+03,6.861723975643395534e+03
4.403974397439744000e+17,1.268174200194853540e+02,6.010147194397992134e+09,9.246488867558505386e+06,4.272904788518222421e+07,1.312300877688506375e+02,8.932468292012561035e+10,8.373141819787473651e+03,6.868739650740562865e+03
4.406973697369736960e+17,1.267915444480572660e+02,6.016288000831545830e+09,9.255314824837781489e+06,4.277270585289348662e+07,1.312003102978217726e+02,8.932468292012561035e+10,8.371146182822772971e+03,6.875757715236054537e+03
4.409972997299729920e+17,1.267656879510048213e+02,6.022430897277065277e+09,9.264143406160674989e+06,4.281637867951225489e+07,1.311705598357513907e+02,8.932468292012561035e+10,8.369151379806615296e+03,6.882778168316645861e+03
4.412972297229722880e+17,1.267398505072057588e+02,6.028575883023691177e+09,9.272974610673427582e+06,4.286006635998475552e+07,1.311408363397974028e+02,8.932468292012561035e+10,8.367157411874795798e+03,6.889801009169934332e+03
4.415971597159715840e+17,1.267140320955611799e+02,6.034722957361313820e+09,9.281808437522886321e+06,4.290376888926236331e+07,1.311111397672147518e+02,8.932468292012561035e+10,8.365164280155022425e+03,6.896826236984360548e+03
4.418970897089708800e+17,1.266882326949957474e+02,6.040872119580526352e+09,9.290644885856956244e+06,4.294748626230163872e+07,1.310814700753549573e+02,8.932468292012561035e+10,8.363171985767288788e+03,6.903853850949170919e+03
4.421970197019702400e+17,1.266624522844578564e+02,6.047023368972651482e+09,9.299483954824753106e+06,4.299121847406425327e+07,1.310518272216662297e+02,8.932468292012561035e+10,8.361180529823755933e+03,6.910883850254461322e+03
4.424969496949695360e+17,1.266366908429192932e+02,6.053176704829734802e+09,9.308325643575629219e+06,4.303496551951697469e+07,1.310222111636927593e+02,8.932468292012561035e+10,8.359189913428888758e+03,6.917916234091123442e+03
4.427968796879688320e+17,1.266109483493754340e+02,6.059332126444540024e+09,9.317169951260130852e+06,4.307872739363174140e+07,1.309926218590746316e+02,8.932468292012561035e+10,8.357200137678986721e+03,6.924951001650902981e+03
4.430968096809681280e+17,1.265852247828451880e+02,6.065489633110548973e+09,9.326016877029558644e+06,4.312250409138558060e+07,1.309630592655475994e+02,8.932468292012561035e+10,8.355211203662920525e+03,6.931988152126340538e+03
4.433967396739674240e+17,1.265595201223710546e+02,6.071649224121961594e+09,9.334866420036111027e+06,4.316629560776062310e+07,1.309335233409426564e+02,8.932468292012561035e+10,8.353223112461491837e+03,6.939027684710813446e+03
4.436966696669667200e+17,1.265338343470192228e+02,6.077810898773697853e+09,9.343718579432660714e+06,4.321010193774408102e+07,1.309040140431859243e+02,8.932468292012561035e+10,8.351235865148097218e+03,6.946069598598511220e+03
4.439965996599660160e+17,1.265081674358792583e+02,6.083974656361388206e+09,9.352573354373177513e+06,4.325392307632825524e+07,1.308745313302981685e+02,8.932468292012561035e+10,8.349249462788180608e+03,6.953113892984446466e+03
4.442965296529653120e+17,1.264825193680645725e+02,6.090140496181372643e+09,9.361430744012041017e+06,4.329775901851052046e+07,1.308450751603947708e+02,8.932468292012561035e+10,8.347263906439720813e+03,6.960160567064427596e+03
4.445964596459646080e+17,1.264568901227119113e+02,6.096308417530715942e+09,9.370290747505040839e+06,4.334160975929333270e+07,1.308156454916851885e+02,8.932468292012561035e+10,8.345279197152736742e+03,6.967209620035104308e+03
4.448963896389639040e+17,1.264312796789818663e+02,6.102478419707180977e+09,9.379153364008452743e+06,4.338547529368418455e+07,1.307862422824730118e+02,8.932468292012561035e+10,8.343295335969891312e+03,6.974261051093922106e+03
4.451963196319632000e+17,1.264056880160584342e+02,6.108650502009255409e+09,9.388018592679277062e+06,4.342935561669562757e+07,1.307568654911551960e+02,8.932468292012561035e+10,8.341312323926136742e+03,6.981314859439149586e+03
4.454962496249624960e+17,1.263801151131492873e+02,6.114824663736119270e+09,9.396886432675722986e+06,4.347325072334526479e+07,1.307275150762223177e+02,8.932468292012561035e+10,8.339330162048674538e+03,6.988371044269852064e+03
4.457961796179617920e+17,1.263545609494858155e+02,6.121000904187676430e+09,9.405756883156327531e+06,4.351716060865571350e+07,1.306981909962580062e+02,8.932468292012561035e+10,8.337348851357497551e+03,6.995429604785916126e+03
4.460961096109610880e+17,1.263290255043228427e+02,6.127179222664523125e+09,9.414629943281196058e+06,4.356108526765462756e+07,1.306688932099387159e+02,8.932468292012561035e+10,8.335368392864624184e+03,7.002490540188029627e+03
4.463960396039603840e+17,1.263035087569388537e+02,6.133359618467977524e+09,9.423505612210405990e+06,4.360502469537466764e+07,1.306396216760333857e+02,8.932468292012561035e+10,8.333388787574853268e+03,7.009553849677688049e+03
4.466959695969596800e+17,1.262780106866360939e+02,6.139542090900043488e+09,9.432383889105536044e+06,4.364897888685350865e+07,1.306103763534034670e+02,8.932468292012561035e+10,8.331410036485396631e+03,7.016619532457193600e+03
4.469958995899589760e+17,1.262525312727402849e+02,6.145726639263440132e+09,9.441264773128502071e+06,4.369294783713381737e+07,1.305811572010021848e+02,8.932468292012561035e+10,8.329432140585984598e+03,7.023687587729648840e+03
4.472958295829583360e+17,1.262270704946008806e+02,6.151913262861587524e+09,9.450148263442413881e+06,4.373693154126325995e+07,1.305519641778747655e+02,8.932468292012561035e+10,8.327455100858942387e+03,7.030758014698957595e+03
4.475957595759576320e+17,1.262016283315908112e+02,6.158101960998600960e+09,9.459034359210906550e+06,4.378092999429446459e+07,1.305227972431577541e+02,8.932468292012561035e+10,8.325478918279108257e+03,7.037830812569830414e+03
4.478956895689569280e+17,1.261762047631068100e+02,6.164292732979301453e+09,9.467923059598654509e+06,4.382494319128508121e+07,1.304936563560790717e+02,8.932468292012561035e+10,8.323503593813891712e+03,7.044905980547774561e+03
4.481956195619562240e+17,1.261507997685691151e+02,6.170485578109204292e+09,9.476814363771235570e+06,4.386897112729765475e+07,1.304645414759574749e+02,8.932468292012561035e+10,8.321529128423353541e+03,7.051983517839093111e+03
4.484955495549555200e+17,1.261254133274216827e+02,6.176680495694523811e+09,9.485708270894635469e+06,4.391301379739974439e+07,1.304354525622025562e+02,8.932468292012561035e+10,8.319555523060356791e+03,7.059063423650881305e+03
4.487954795479548160e+17,1.261000454191320586e+02,6.182877485042167664e+09,9.494604780136158690e+06,4.395707119666381925e+07,1.304063895743142325e+02,8.932468292012561035e+10,8.317582778670155676e+03,7.066145697191048384e+03
4.490954095409541120e+17,1.260746960231914500e+02,6.189076545459744453e+09,9.503503890663404018e+06,4.400114332016733289e+07,1.303773524718826877e+02,8.932468292012561035e+10,8.315610896190957646e+03,7.073230337668283937e+03
4.493953395339534080e+17,1.260493651191146256e+02,6.195277676255551338e+09,9.512405601645193994e+06,4.404523016299262643e+07,1.303483412145879470e+02,8.932468292012561035e+10,8.313639876553379509e+03,7.080317344292058806e+03
4.496952695269527040e+17,1.260240526864401147e+02,6.201480876738578796e+09,9.521309912251101807e+06,4.408933172022698820e+07,1.303193557621998195e+02,8.932468292012561035e+10,8.311669720680998580e+03,7.087406716272664198e+03
4.499951995199520000e+17,1.259987587047299655e+02,6.207686146218512535e+09,9.530216821651214734e+06,4.413344798696263134e+07,1.302903960745773304e+02,8.932468292012561035e+10,8.309700429490232636e+03,7.094498452821157116e+03
4.502951295129512960e+17,1.259734831535699442e+02,6.213893484005721092e+09,9.539126329016849399e+06,4.417757895829664171e+07,1.302614621116688056e+02,8.932468292012561035e+10,8.307732003890079795e+03,7.101592553149398555e+03
4.505950595059505920e+17,1.259482260125693784e+02,6.220102889411271095e+09,9.548038433519821614e+06,4.422172462933102995e+07,1.302325538335113890e+02,8.932468292012561035e+10,8.305764444782473220e+03,7.108689016470023489e+03
4.508949894989498880e+17,1.259229872613613281e+02,6.226314361746906281e+09,9.556953134332973510e+06,4.426588499517270923e+07,1.302036712002309002e+02,8.932468292012561035e+10,8.303797753062037373e+03,7.115787841996468160e+03
4.511949194919491840e+17,1.258977668796024290e+02,6.232527900325069427e+09,9.565870430629706010e+06,4.431006005093344301e+07,1.301748141720415219e+02,8.932468292012561035e+10,8.301831929616406342e+03,7.122889028942937330e+03
4.514948494849484800e+17,1.258725648469729066e+02,6.238743504458881378e+09,9.574790321584424004e+06,4.435424979172989726e+07,1.301459827092454020e+02,8.932468292012561035e+10,8.299866975326129250e+03,7.129992576524438846e+03
4.517947794779477760e+17,1.258473811431766478e+02,6.244961173462150574e+09,9.583712806372402236e+06,4.439845421268358827e+07,1.301171767722327672e+02,8.932468292012561035e+10,8.297902891064401047e+03,7.137098483956747259e+03
4.520947094709471360e+17,1.258222157479412999e+02,6.251180906649365425e+09,9.592637884169328958e+06,4.444267330892091244e+07,1.300883963214814116e+02,8.932468292012561035e+10,8.295939677697711886e+03,7.144206750456420195e+03
4.523946394639464320e+17,1.257970686410178871e+02,6.257402703335700035e+09,9.601565554152209312e+06,4.448690707557307929e+07,1.300596413175563271e+02,8.932468292012561035e+10,8.293977336085119532e+03,7.151317375240797446e+03
4.526945694569457280e+17,1.257719398021812935e+02,6.263626562837003708e+09,9.610495815498404205e+06,4.453115550777618587e+07,1.300309117211099021e+02,8.932468292012561035e+10,8.292015867078986048e+03,7.158430357528003697e+03
4.529944994499450240e+17,1.257468292112299366e+02,6.269852484469816208e+09,9.619428667386412621e+06,4.457541860067111999e+07,1.300022074928811264e+02,8.932468292012561035e+10,8.290055271524541240e+03,7.165545696536933065e+03
4.532944294429443200e+17,1.257217368479857811e+02,6.276080467551350594e+09,9.628364108995024115e+06,4.461969634940361977e+07,1.299735285936957325e+02,8.932468292012561035e+10,8.288095550259864467e+03,7.172663391487256376e+03
