n_2DEG,Total Mobility,Remote Impurity Mobility,Dislocation Mobility,Background Impurity Mobility,Alloy Disorder Mobility,Optical Phonon Mobility,Interface Roughness Mobility,Remote Barrier Mobility,Alloy Disorder Barrier Penetration,Alloy Disorder Only Channel
8.333333333333332800e+16,2.173699903253375965e+02,4.947047280376414061e+08,9.712744542133742943e+05,3.517095560163524002e+06,3.023013736557505240e+02,9.444471217496853797e+02,1.732868517485689881e+04,5.725749167102334468e+03,4.175602605362071200e+16,3.023013736557526840e+02
8.432432432432432000e+16,2.166202835555283741e+02,5.035553738765774369e+08,9.863253161057279212e+05,3.580019088928205892e+06,3.011124750263538203e+02,9.398376946093787865e+02,1.710393443408375970e+04,5.828187197645572269e+03,4.175602605362071200e+16,3.011124750263559804e+02
8.531531531531531200e+16,2.158786522078963799e+02,5.124581807168867588e+08,1.001438888700964046e+06,3.643313455519873183e+06,2.999420613683455485e+02,9.353091715052720474e+02,1.688747575359406255e+04,5.931228943482486102e+03,4.175602605362071200e+16,2.999420613683477086e+02
8.630630630630630400e+16,2.151450403012846095e+02,5.214128447219680548e+08,1.016614828021563007e+06,3.706976499816938769e+06,2.987896355185064863e+02,9.308594684667709771e+02,1.667892047922033089e+04,6.034870887985744048e+03,4.175602605362071200e+16,2.987896355185085895e+02
8.729729729729729600e+16,2.144193868317947249e+02,5.304190673037444949e+08,1.031852795904112514e+06,3.771006099012118299e+06,2.976547191981807714e+02,9.264865737255659042e+02,1.647790266104711191e+04,6.139109575274823328e+03,4.175602605362071200e+16,2.976547191981828746e+02
8.828828828828828800e+16,2.137016263630352739e+02,5.394765549732739925e+08,1.047152459835633636e+06,3.835400166550348513e+06,2.965368520912567760e+02,9.221885444657793869e+02,1.628407746485200187e+04,6.243941608486969017e+03,4.175602605362071200e+16,2.965368520912588792e+02
8.927927927927928000e+16,2.129916895622632751e+02,5.485850191972442865e+08,1.062513492796312785e+06,3.900156651108540595e+06,2.954355909769350319e+02,9.179635037573126510e+02,1.609711971194340185e+04,6.349363648116253898e+03,4.175602605362071200e+16,2.954355909769371351e+02
9.027027027027027200e+16,2.122895036873993604e+02,5.577441762600616217e+08,1.077935573108187411e+06,3.965273535615097731e+06,2.943505089134607147e+02,9.138096376599689847e+02,1.591672253568201268e+04,6.455372410417380706e+03,4.175602605362071200e+16,2.943505089134628179e+02
9.126126126126126400e+16,2.115949930294100341e+02,5.669537471312503815e+08,1.093418384289816953e+06,4.030748836307202000e+06,2.932811944693042392e+02,9.097251924869108279e+02,1.574259614415095348e+04,6.561964665870955287e+03,4.175602605362071200e+16,2.932811944693062856e+02
9.225225225225225600e+16,2.109080793141191918e+02,5.762134573379110098e+08,1.108961614916363033e+06,4.096580601824040990e+06,2.922272509985475608e+02,9.057084722169032602e+02,1.557446667949195762e+04,6.669137237707303939e+03,4.175602605362071200e+16,2.922272509985496072e+02
9.324324324324324800e+16,2.102286820671251917e+02,5.855230368419800997e+08,1.124564958484852454e+06,4.162766912334216759e+06,2.911882959574925280e+02,9.017578360455977418e+02,1.541207516538091477e+04,6.776887000485882709e+03,4.175602605362071200e+16,2.911882959574945176e+02
9.423423423423424000e+16,2.095567189451469972e+02,5.948822199220768213e+08,1.140228113284550374e+06,4.229305878695705906e+06,2.901639602597340399e+02,8.978716960668722322e+02,1.525517653493717444e+04,6.885210878727742056e+03,4.175602605362071200e+16,2.901639602597360295e+02
9.522522522522523200e+16,2.088921060368126916e+02,6.042907450597038269e+08,1.155950782272088807e+06,4.296195641646822914e+06,2.891538876671548906e+02,8.940485150758922828e+02,1.510353873212555845e+04,6.994105845598425731e+03,4.175602605362071200e+16,2.891538876671568801e+02
9.621621621621622400e+16,2.082347581356188471e+02,6.137483548296072483e+08,1.171732672950817505e+06,4.363434371026734821e+06,2.881577342144902900e+02,8.902868044862044599e+02,1.495694188035747538e+04,7.103568921638972824e+03,4.175602605362071200e+16,2.881577342144922795e+02
9.720720720720720000e+16,2.075845889875379839e+02,6.232547957940982580e+08,1.187573497255124617e+06,4.431020265024141409e+06,2.871751676652881429e+02,8.865851223537213173e+02,1.481517751262158163e+04,7.213597173542802921e+03,4.175602605362071200e+16,2.871751676652900755e+02
9.819819819819819200e+16,2.069415115155184708e+02,6.328098184011579752e+08,1.203472971438121749e+06,4.498951549452850595e+06,2.862058669972498137e+02,8.829420715009944161e+02,1.467804785798209195e+04,7.324187712976365219e+03,4.175602605362071200e+16,2.862058669972517464e+02
9.918918918918918400e+16,2.063054380229175990e+02,6.424131768861476183e+08,1.219430815963867819e+06,4.567226477052988485e+06,2.852495219150885646e+02,8.793562977356234569e+02,1.454536517978179108e+04,7.435337695441522555e+03,4.175602605362071200e+16,2.852495219150904973e+02
1.001801801801801760e+17,2.056762803777212696e+02,6.520646291769664288e+08,1.235446755402973387e+06,4.635843326816725545e+06,2.843058323891730765e+02,8.758264881571194564e+02,1.441695116131031318e+04,7.547044319177854959e+03,4.175602605362071200e+16,2.843058323891750092e+02
1.011711711711711680e+17,2.050539501792341355e+02,6.617639368025023937e+08,1.251520518332086969e+06,4.704800403337402269e+06,2.833745082183529576e+02,8.723513695469156346e+02,1.429263633508468229e+04,7.659304824103039209e+03,4.175602605362071200e+16,2.833745082183548902e+02
1.021621621621621600e+17,2.044383589087734663e+02,6.715108648042262793e+08,1.267651837236553896e+06,4.774096036181016825e+06,2.824552686154759158e+02,8.689297068366014400e+02,1.417225955223823075e+04,7.772116490789658201e+03,4.175602605362071200e+16,2.824552686154777916e+02
1.031531531531531520e+17,2.038294180657607058e+02,6.813051816507993937e+08,1.283840448416511994e+06,4.843728579279121011e+06,2.815478418142098462e+02,8.655603016497964290e+02,1.405566748882803404e+04,7.885476639476845776e+03,4.175602605362071200e+16,2.815478418142117221e+02
1.041441441441441440e+17,2.032270392904812581e+02,6.911466591555557251e+08,1.300086091896130238e+06,4.913696410342166200e+06,2.806519646958831231e+02,8.622419909133926694e+02,1.394271418615442417e+04,7.999382629115231794e+03,4.175602605362071200e+16,2.806519646958849989e+02
1.051351351351351360e+17,2.026311344746697216e+02,7.010350723967415094e+08,1.316388511335813673e+06,4.983997930292448029e+06,2.797673824351444409e+02,8.589736455341795818e+02,1.383326062243778324e+04,8.113831856443768629e+03,4.175602605362071200e+16,2.797673824351463168e+02
1.061261261261261280e+17,2.020416158609741331e+02,7.109701996403914690e+08,1.332747453947326634e+06,5.054631562715792097e+06,2.788938481633243214e+02,8.557541691371371826e+02,1.372717431343263343e+04,8.228821755097122150e+03,4.175602605362071200e+16,2.788938481633261972e+02
1.071171171171171200e+17,2.014583961322630898e+02,7.209518222657318115e+08,1.349162670411610743e+06,5.125595753331212327e+06,2.780311226484589042e+02,8.525824968619390347e+02,1.362432893976418563e+04,8.344349794742265658e+03,4.175602605362071200e+16,2.780311226484607232e+02
1.081081081081081120e+17,2.008813884916513643e+02,7.309797246930050850e+08,1.365633914799336810e+06,5.196888969477779232e+06,2.771789739910055914e+02,8.494575942144051623e+02,1.352460399896358649e+04,8.460413480243116283e+03,4.175602605362071200e+16,2.771789739910074104e+02
1.090990990990991040e+17,2.003105067340472942e+02,7.410536943136157990e+08,1.382160944493919145e+06,5.268509699617994018e+06,2.763371773343451423e+02,8.463784559698983685e+02,1.342788448034786234e+04,8.577010350852038755e+03,4.175602605362071200e+16,2.763371773343469613e+02
1.100900900900900960e+17,1.997456653099514483e+02,7.511735214225020409e+08,1.398743520117075182e+06,5.340456452856981196e+06,2.755055145892234236e+02,8.433441051258116659e+02,1.333406056104509662e+04,8.694137979427110622e+03,4.175602605362071200e+16,2.755055145892252426e+02
1.110810810810810880e+17,1.991867793821773773e+02,7.613389991526417732e+08,1.415381405456539243e+06,5.412727758476876654e+06,2.746837741713451919e+02,8.403535919005047390e+02,1.324302732160882988e+04,8.811793971674092973e+03,4.175602605362071200e+16,2.746837741713470109e+02
1.120720720720720800e+17,1.986337648761038395e+02,7.715499234116115570e+08,1.432074367396235000e+06,5.485322165485771373e+06,2.738717507513790679e+02,8.374059927762017423e+02,1.315468447978862787e+04,8.929975965412173537e+03,4.175602605362071200e+16,2.738717507513808869e+02
