n_2DEG,Total Mobility,Remote Impurity Mobility,Dislocation Mobility,Background Impurity Mobility,Alloy Disorder Mobility,Optical Phonon Mobility,Interface Roughness Mobility,Remote Barrier Mobility
7.217317731773177600e+17,1.087096477765390574e+02,1.260902969381015205e+10,1.858227812408353016e+07,8.964370025324560702e+07,1.113077531644746898e+02,7.939165400208077017e+02,6.884413409571431657e+03,1.441031965006874816e+04
7.220317031703170560e+17,1.086951497834883753e+02,1.261689040994684982e+10,1.859327488141301647e+07,8.969958589220799506e+07,1.112923387179148307e+02,7.939010220060270058e+02,6.883186240636586263e+03,1.441930332565354729e+04
7.223316331633163520e+17,1.086806592410550536e+02,1.262475275891313744e+10,1.860427370911968499e+07,8.975548313974682987e+07,1.112769328064834298e+02,7.938855168781705061e+02,6.881959689526101101e+03,1.442828886732930368e+04
7.226315631563156480e+17,1.086661761427735229e+02,1.263261674036996460e+10,1.861527460678942129e+07,8.981139199345181882e+07,1.112615354219133650e+02,7.938700246211923286e+02,6.880733755782209300e+03,1.443727627470852531e+04
7.229314931493149440e+17,1.086517004821861150e+02,1.264048235397851753e+10,1.862627757400819659e+07,8.986731245091409981e+07,1.112461465559490961e+02,7.938545452190727474e+02,6.879508438947501418e+03,1.444626554740402389e+04
7.232314231423142400e+17,1.086372322528426366e+02,1.264834959940019989e+10,1.863728261036205664e+07,8.992324450972637534e+07,1.112307662003464088e+02,7.938390786558182981e+02,6.878283738564880878e+03,1.445525668502880762e+04
7.235313531353135360e+17,1.086227714483006537e+02,1.265621847629660416e+10,1.864828971543766186e+07,8.997918816748276353e+07,1.112153943468725288e+02,7.938236249154630286e+02,6.877059654177583070e+03,1.446424968719611934e+04
7.238312831283128320e+17,1.086083180621252353e+02,1.266408898432953835e+10,1.865929888882205635e+07,9.003514342177896202e+07,1.112000309873059933e+02,7.938081839820671348e+02,6.875836185329173531e+03,1.447324455351947472e+04
7.241312131213121280e+17,1.085938720878892099e+02,1.267196112316103363e+10,1.867031013010218740e+07,9.009111027021209896e+07,1.111846761134367938e+02,7.937927558397160510e+02,6.874613331563547945e+03,1.448224128361261319e+04
7.244311431143114240e+17,1.085794335191729374e+02,1.267983489245331192e+10,1.868132343886547163e+07,9.014708871038083732e+07,1.111693297170661197e+02,7.937773404725235196e+02,6.873391092424942144e+03,1.449123987708950517e+04
7.247310731073107200e+17,1.085650023495642529e+02,1.268771029186883163e+10,1.869233881469969824e+07,9.020307873988525569e+07,1.111539917900065717e+02,7.937619378646278392e+02,6.872169467457894825e+03,1.450024033356437758e+04
7.250310031003100160e+17,1.085505785726588641e+02,1.269558732107022858e+10,1.870335625719205290e+07,9.025908035632708669e+07,1.111386623240820342e+02,7.937465480001948208e+02,6.870948456207298477e+03,1.450924265265168651e+04
7.253309330933093120e+17,1.085361621820597975e+02,1.270346597972036743e+10,1.871437576593114436e+07,9.031509355730937421e+07,1.111233413111276320e+02,7.937311708634154002e+02,6.869728058218378465e+03,1.451824683396613545e+04
7.256308630863086080e+17,1.085217531713777248e+02,1.271134626748233032e+10,1.872539734050488099e+07,9.037111834043675661e+07,1.111080287429897453e+02,7.937158064385075704e+02,6.868508273036667561e+03,1.452725287712266436e+04
7.259307930793079040e+17,1.085073515342308923e+02,1.271922818401938629e+10,1.873642098050247878e+07,9.042715470331528783e+07,1.110927246115260090e+02,7.937004547097151317e+02,6.867289100208058699e+03,1.453626078173644055e+04
7.262307230723072000e+17,1.084929572642450069e+02,1.272711172899501610e+10,1.874744668551227823e+07,9.048320264355255663e+07,1.110774289086051994e+02,7.936851156613074636e+02,6.866070539278745855e+03,1.454527054742288237e+04
7.265306530653064960e+17,1.084785703550534635e+02,1.273499690207292747e+10,1.875847445512364432e+07,9.053926215875762701e+07,1.110621416261073904e+02,7.936697892775804348e+02,6.864852589795275890e+03,1.455428217379763191e+04
7.268305830583057920e+17,1.084641908002969615e+02,1.274288370291702271e+10,1.876950428892556205e+07,9.059533324654100835e+07,1.110468627559237405e+02,7.936544755428553799e+02,6.863635251304519443e+03,1.456329566047660046e+04
7.271305130513050880e+17,1.084498185936239167e+02,1.275077213119141197e+10,1.878053618650814891e+07,9.065141590451477468e+07,1.110315922899566061e+02,7.936391744414804634e+02,6.862418523353680939e+03,1.457231100707589940e+04
7.274304430443045120e+17,1.084354537286900495e+02,1.275866218656042290e+10,1.879157014746049419e+07,9.070751013029237092e+07,1.110163302201194568e+02,7.936238859578281790e+02,6.861202405490289493e+03,1.458132821321191295e+04
7.277303730373038080e+17,1.084210961991587538e+02,1.276655386868857384e+10,1.880260617137316987e+07,9.076361592148874700e+07,1.110010765383368607e+02,7.936086100762981914e+02,6.859986897262218918e+03,1.459034727850122727e+04
7.280303030303031040e+17,1.084067459987007283e+02,1.277444717724060631e+10,1.881364425783674419e+07,9.081973327572038770e+07,1.109858312365445130e+02,7.935933467813148354e+02,6.858771998217662258e+03,1.459936820256069404e+04
7.283302330233024000e+17,1.083924031209942598e+02,1.278234211188145828e+10,1.882468440644115955e+07,9.087586219060517848e+07,1.109705943066891507e+02,7.935780960573288212e+02,6.857557707905142706e+03,1.460839098500738510e+04
7.286301630163016960e+17,1.083780675597250251e+02,1.279023867227629280e+10,1.883572661677717790e+07,9.093200266376253963e+07,1.109553657407285669e+02,7.935628578888159836e+02,6.856344025873542705e+03,1.461741562545862143e+04
7.289300930093009920e+17,1.083637393085861476e+02,1.279813685809044838e+10,1.884677088843686134e+07,9.098815469281330705e+07,1.109401455306315682e+02,7.935476322602781920e+02,6.855130951672033916e+03,1.462644212353194234e+04
7.292300230023002880e+17,1.083494183612781967e+02,1.280603666898950195e+10,1.885781722101029009e+07,9.104431827537977695e+07,1.109249336683780314e+02,7.935324191562420992e+02,6.853918484850159984e+03,1.463547047884514359e+04
7.295299529952995840e+17,1.083351047115091745e+02,1.281393810463920784e+10,1.886886561408961937e+07,9.110049340908581018e+07,1.109097301459587470e+02,7.935172185612606199e+02,6.852706624957773784e+03,1.464450069101623922e+04
7.298298829882988800e+17,1.083207983529945295e+02,1.282184116470555305e+10,1.887991606726698577e+07,9.115668009155663848e+07,1.108945349553755761e+02,7.935020304599113388e+02,6.851495371545069247e+03,1.465353275966349065e+04
7.301298129812981760e+17,1.083064992794569150e+02,1.282974584885472107e+10,1.889096858013391867e+07,9.121287832041896880e+07,1.108793480886412226e+02,7.934868548367976473e+02,6.850284724162577731e+03,1.466256668440539761e+04
7.304297429742974720e+17,1.082922074846266725e+02,1.283765215675309944e+10,1.890202315228306502e+07,9.126908809330098331e+07,1.108641695377794179e+02,7.934716916765482893e+02,6.849074682361146188e+03,1.467160246486068536e+04
7.307296729672967680e+17,1.082779229622412771e+02,1.284556008806726837e+10,1.891307978330633044e+07,9.132530940783235431e+07,1.108489992948247647e+02,7.934565409638166784e+02,6.847865245691980817e+03,1.468064010064831200e+04
7.310296029602960640e+17,1.082636457060456934e+02,1.285346964246404648e+10,1.892413847279739752e+07,9.138154226164415479e+07,1.108338373518227087e+02,7.934414026832821492e+02,6.846656413706604326e+03,1.468967959138748120e+04
7.313295329532953600e+17,1.082493757097922469e+02,1.286138081961041069e+10,1.893519922034851834e+07,9.143778665236897767e+07,1.108186837008297232e+02,7.934262768196482511e+02,6.845448185956861380e+03,1.469872093669761307e+04
7.316294629462946560e+17,1.082351129672405108e+02,1.286929361917359543e+10,1.894626202555358410e+07,9.149404257764083147e+07,1.108035383339129680e+02,7.934111633576447957e+02,6.844240561994964992e+03,1.470776413619839514e+04
7.319293929392939520e+17,1.082208574721574905e+02,1.287720804082099533e+10,1.895732688800561428e+07,9.155031003509521484e+07,1.107884012431505454e+02,7.933960622820254684e+02,6.843033541373439220e+03,1.471680918950970590e+04
7.322293229322932480e+17,1.082066092183174675e+02,1.288512408422022820e+10,1.896839380729856715e+07,9.160658902236902714e+07,1.107732724206313293e+02,7.933809735775699892e+02,6.841827123645129177e+03,1.472585609625169309e+04
7.325292529252925440e+17,1.081923681995021269e+02,1.289304174903912926e+10,1.897946278302660212e+07,9.166287953710065782e+07,1.107581518584550366e+02,7.933658972290819520e+02,6.840621308363247408e+03,1.473490485604472087e+04
7.328291829182918400e+17,1.081781344095002879e+02,1.290096103494571495e+10,1.899053381478404626e+07,9.171918157692992687e+07,1.107430395487320851e+02,7.933508332213907579e+02,6.839416095081312960e+03,1.474395546850939536e+04
7.331291129112911360e+17,1.081639078421082587e+02,1.290888194160820961e+10,1.900160690216491371e+07,9.177549513949814439e+07,1.107279354835837495e+02,7.933357815393497958e+02,6.838211483353195945e+03,1.475300793326652820e+04
7.334290429042904320e+17,1.081496884911295098e+02,1.291680446869505119e+10,1.901268204476446658e+07,9.183182022244802117e+07,1.107128396551419769e+02,7.933207421678381479e+02,6.837007472733083887e+03,1.476206224993720389e+04
7.337289728972897280e+17,1.081354763503747449e+02,1.292472861587488365e+10,1.902375924217708409e+07,9.188815682342372835e+07,1.106977520555494721e+02,7.933057150917588842e+02,6.835804062775524471e+03,1.477111841814272339e+04
7.340289028902890240e+17,1.081212714136621003e+02,1.293265438281652451e+10,1.903483849399849027e+07,9.194450494007089734e+07,1.106826726769596263e+02,7.932907002960398586e+02,6.834601253035368245e+03,1.478017643750460047e+04
7.343288328832883200e+17,1.081070736748168315e+02,1.294058176918904495e+10,1.904591979982424527e+07,9.200086457003659010e+07,1.106676015115365033e+02,7.932756977656339359e+02,6.833399043067825914e+03,1.478923630764462359e+04
7.346287628762876160e+17,1.080928831276714561e+02,1.294851077466167450e+10,1.905700315924973413e+07,9.205723571096928418e+07,1.106525385514548674e+02,7.932607074855181963e+02,6.832197432428432876e+03,1.479829802818476492e+04
7.349286928692869120e+17,1.080786997660657249e+02,1.295644139890386009e+10,1.906808857187110186e+07,9.211361836051896214e+07,1.106374837889000986e+02,7.932457294406942765e+02,6.830996420673061948e+03,1.480736159874727127e+04
7.352286228622862080e+17,1.080645235838466505e+02,1.296437364158525276e+10,1.907917603728460521e+07,9.217001251633696258e+07,1.106224372160682208e+02,7.932307636161887103e+02,6.829796007357917915e+03,1.481642701895457139e+04
7.355285528552855040e+17,1.080503545748683933e+02,1.297230750237570572e+10,1.909026555508616939e+07,9.222641817607617378e+07,1.106073988251658591e+02,7.932158099970515650e+02,6.828596192039532070e+03,1.482549428842937232e+04
7.358284828482848000e+17,1.080361927329923617e+02,1.298024298094527626e+10,1.910135712487314641e+07,9.228283533739079535e+07,1.105923686084102116e+02,7.932008685683579188e+02,6.827396974274800414e+03,1.483456340679460300e+04
7.361284128412840960e+17,1.080220380520871686e+02,1.298818007696421623e+10,1.911245074624216557e+07,9.233926399793650210e+07,1.105773465580290917e+02,7.931859393152078610e+02,6.826198353620917260e+03,1.484363437367339066e+04
7.364283428342833920e+17,1.080078905260285183e+02,1.299611879010298347e+10,1.912354641879031807e+07,9.239570415537047386e+07,1.105623326662608576e+02,7.931710222227241047e+02,6.825000329635447997e+03,1.485270718868912263e+04
7.367282728272826880e+17,1.079937501486994620e+02,1.300405912003223991e+10,1.913464414211485907e+07,9.245215580735126138e+07,1.105473269253543975e+02,7.931561172760547151e+02,6.823802901876261785e+03,1.486178185146542455e+04
7.370282028202819840e+17,1.079796169139899575e+02,1.301200106642284393e+10,1.914574391581385210e+07,9.250861895153881609e+07,1.105323293275690446e+02,7.931412244603717454e+02,6.822606069901579758e+03,1.487085836162610758e+04
7.373281328132814080e+17,1.079654908157973097e+02,1.301994462894585609e+10,1.915684573948504403e+07,9.256509358559456468e+07,1.105173398651747192e+02,7.931263437608711229e+02,6.821409833269956835e+03,1.487993671879526846e+04
7.376280628062807040e+17,1.079513718480258717e+02,1.302788980727255249e+10,1.916794961272661015e+07,9.262157970718134940e+07,1.105023585304517582e+02,7.931114751627735586e+02,6.820214191540288994e+03,1.488901692259720403e+04
7.379279927992800000e+17,1.079372600045872161e+02,1.303583660107435799e+10,1.917905553513684124e+07,9.267807731396344304e+07,1.104873853156910712e+02,7.930966186513225011e+02,6.819019144271788718e+03,1.489809897265641484e+04
7.382279227922792960e+17,1.079231552793999356e+02,1.304378501002297211e+10,1.919016350631426275e+07,9.273458640360651910e+07,1.104724202131938569e+02,7.930817742117868647e+02,6.817824691024034109e+03,1.490718286859768887e+04
7.385278527852785920e+17,1.079090576663897565e+02,1.305173503379024506e+10,1.920127352585759759e+07,9.279110697377768159e+07,1.104574632152718436e+02,7.930669418294579600e+02,6.816630831356904309e+03,1.491626861004599050e+04
7.388277827782778880e+17,1.078949671594895676e+02,1.305968667204823112e+10,1.921238559336592630e+07,9.284763902214550972e+07,1.104425143142471200e+02,7.930521214896527908e+02,6.815437564830648626e+03,1.492535619662655336e+04
7.391277127712771840e+17,1.078808837526392068e+02,1.306763992446921349e+10,1.922349970843919739e+07,9.290418254637989402e+07,1.104275735024521623e+02,7.930373131777106437e+02,6.814244891005833779e+03,1.493444562796481478e+04
7.394276427642764800e+17,1.078668074397857453e+02,1.307559479072563171e+10,1.923461587067599967e+07,9.296073754415225983e+07,1.104126407722298495e+02,7.930225168789950203e+02,6.813052809443360275e+03,1.494353690368643583e+04
7.397275727572757760e+17,1.078527382148831890e+02,1.308355127049015808e+10,1.924573407967693359e+07,9.301730401313537359e+07,1.103977161159333491e+02,7.930077325788936378e+02,6.811861319704474226e+03,1.495263002341732681e+04
7.400275027502750720e+17,1.078386760718927775e+02,1.309150936343565178e+10,1.925685433504175395e+07,9.307388195100347698e+07,1.103827995259262451e+02,7.929929602628172916e+02,6.810670421350757351e+03,1.496172498678360353e+04
7.403274327432743680e+17,1.078246210047825855e+02,1.309946906923517036e+10,1.926797663637078553e+07,9.313047135543215275e+07,1.103678909945823534e+02,7.929781999162011061e+02,6.809480113944115146e+03,1.497082179341162373e+04
7.406273627362736640e+17,1.078105730075278359e+02,1.310743038756197739e+10,1.927910098326449841e+07,9.318707222409841418e+07,1.103529905142858070e+02,7.929634515245024886e+02,6.808290397046812359e+03,1.497992044292797618e+04
7.409272927292729600e+17,1.077965320741107575e+02,1.311539331808950996e+10,1.929022737532339618e+07,9.324368455468074977e+07,1.103380980774310558e+02,7.929487150732045393e+02,6.807101270221420236e+03,1.498902093495943882e+04
7.412272227222722560e+17,1.077824981985206989e+02,1.312335786049145317e+10,1.930135581214874610e+07,9.330030834485898912e+07,1.103232136764228102e+02,7.929339905478113906e+02,6.805912733030884738e+03,1.499812326913308607e+04
7.415271527152715520e+17,1.077684713747538297e+02,1.313132401444164276e+10,1.931248629334179312e+07,9.335694359231440723e+07,1.103083373036759554e+02,7.929192779338524133e+02,6.804724785038449227e+03,1.500722744507616153e+04
7.418270827082708480e+17,1.077544515968134675e+02,1.313929177961412048e+10,1.932361881850409508e+07,9.341359029472965002e+07,1.102934689516156368e+02,7.929045772168800568e+02,6.803537425807712680e+03,1.501633346241613617e+04
7.421270127012701440e+17,1.077404388587097941e+02,1.314726115568315125e+10,1.933475338723680750e+07,9.347024844978879392e+07,1.102786086126772318e+02,7.928898883824693939e+02,6.802350654902618771e+03,1.502544132078074290e+04
7.424269426942694400e+17,1.077264331544601532e+02,1.315523214232317162e+10,1.934588999914246425e+07,9.352691805517736077e+07,1.102637562793062926e+02,7.928752114162194857e+02,6.801164471887437685e+03,1.503455101979791107e+04
7.427268726872687360e+17,1.077124344780885963e+02,1.316320473920882225e+10,1.935702865382276475e+07,9.358359910858216882e+07,1.102489119439584897e+02,7.928605463037523577e+02,6.799978876326765203e+03,1.504366255909579559e+04
7.430268026802680320e+17,1.076984428236263511e+02,1.317117894601495934e+10,1.936816935088057443e+07,9.364029160769152641e+07,1.102340755990997394e+02,7.928458930307133414e+02,6.798793867785561815e+03,1.505277593830281330e+04
7.433267326732673280e+17,1.076844581851115095e+02,1.317915476241660690e+10,1.937931208991832659e+07,9.369699555019512773e+07,1.102192472372060195e+02,7.928312515827711877e+02,6.797609445829102697e+03,1.506189115704755022e+04
7.436266626662666240e+17,1.076704805565891405e+02,1.318713218808899689e+10,1.939045687053870037e+07,9.375371093378405273e+07,1.102044268507634683e+02,7.928166219456172712e+02,6.796425610023003173e+03,1.507100821495885612e+04
7.439265926592659200e+17,1.076565099321111205e+02,1.319511122270756149e+10,1.940160369234510884e+07,9.381043775615076721e+07,1.101896144322682431e+02,7.928020041049661586e+02,6.795242359933225998e+03,1.508012711166579174e+04
7.442265226522652160e+17,1.076425463057364169e+02,1.320309186594794273e+10,1.941275255494064093e+07,9.386717601498915255e+07,1.101748099742267044e+02,7.927873980465558361e+02,6.794059695126061342e+03,1.508924784679765071e+04
7.445264526452645120e+17,1.076285896715307615e+02,1.321107411748593712e+10,1.942390345792905986e+07,9.392392570799441636e+07,1.101600134691552171e+02,7.927728037561472547e+02,6.792877615168135890e+03,1.509837041998392488e+04
7.448263826382638080e+17,1.076146400235669063e+02,1.321905797699758720e+10,1.943505640091409162e+07,9.398068683286330104e+07,1.101452249095801506e+02,7.927582212195234206e+02,6.791696119626422842e+03,1.510749483085438078e+04
7.451263126312631040e+17,1.076006973559243534e+02,1.322704344415908432e+10,1.944621138349984586e+07,9.403745938729387522e+07,1.101304442880379781e+02,7.927436504224914415e+02,6.790515208068215543e+03,1.511662107903895230e+04
7.454262426242624000e+17,1.075867616626895682e+02,1.323503051864686966e+10,1.945736840529042110e+07,9.409424336898545921e+07,1.101156715970751065e+02,7.927290913508802532e+02,6.789334880061173862e+03,1.512574916416784617e+04
7.457261726172616960e+17,1.075728329379559369e+02,1.324301920013751221e+10,1.946852746589068696e+07,9.415103877563902736e+07,1.101009068292480322e+02,7.927145439905425519e+02,6.788155135173261442e+03,1.513487908587144739e+04
7.460261026102609920e+17,1.075589111758236101e+02,1.325100948830783653e+10,1.947968856490523368e+07,9.420784560495665669e+07,1.100861499771231564e+02,7.927000083273526343e+02,6.786975972972786622e+03,1.514401084378038468e+04
7.463260326032602880e+17,1.075449963703995309e+02,1.325900138283482933e+10,1.949085170193891227e+07,9.426466385464206338e+07,1.100714010332768424e+02,7.926854843472085577e+02,6.785797393028425176e+03,1.515314443752552143e+04
7.466259625962595840e+17,1.075310885157977054e+02,1.326699488339568901e+10,1.950201687659706548e+07,9.432149352240018547e+07,1.100566599902954295e+02,7.926709720360304345e+02,6.784619394909150287e+03,1.516227986673793021e+04
7.469258925892590080e+17,1.075171876061387479e+02,1.327498998966778564e+10,1.951318408848513663e+07,9.437833460593742132e+07,1.100419268407751474e+02,7.926564713797612285e+02,6.783441978184287109e+03,1.517141713104889823e+04
7.472258225822583040e+17,1.075032936355502358e+02,1.328298670132871246e+10,1.952435333720869198e+07,9.443518710296148062e+07,1.100272015773221881e+02,7.926419823643664131e+02,6.782265142423513680e+03,1.518055623008996190e+04
7.475257525752576000e+17,1.074894065981664255e+02,1.329098501805622864e+10,1.953552462237371504e+07,9.449205101118150353e+07,1.100124841925525345e+02,7.926275049758344267e+02,6.781088887196818177e+03,1.518969716349283954e+04
7.478256825682568960e+17,1.074755264881284802e+02,1.329898493952832222e+10,1.954669794358631223e+07,9.454892632830803096e+07,1.099977746790921600e+02,7.926130392001749669e+02,6.779913212074551666e+03,1.519883993088950956e+04
7.481256125612561920e+17,1.074616532995843272e+02,1.330698646542313576e+10,1.955787330045282096e+07,9.460581305205293000e+07,1.099830730295768006e+02,7.925985850234213785e+02,6.778738116627385352e+03,1.520798453191215049e+04
7.484255425542554880e+17,1.074477870266886583e+02,1.331498959541902161e+10,1.956905069258020818e+07,9.466271118012946844e+07,1.099683792366520692e+02,7.925841424316290613e+02,6.777563600426325138e+03,1.521713096619316821e+04
7.487254725472547840e+17,1.074339276636029865e+02,1.332299432919453812e+10,1.958023011957496032e+07,9.471962071025227010e+07,1.099536932929734547e+02,7.925697114108751293e+02,6.776389663042739812e+03,1.522627923336519416e+04
7.490254025402540800e+17,1.074200752044954896e+02,1.333100066642842484e+10,1.959141158104430139e+07,9.477654164013735950e+07,1.099390151912061384e+02,7.925552919472600024e+02,6.775216304048297388e+03,1.523542933306105260e+04
7.493253325332533760e+17,1.074062296435411668e+02,1.333900860679960251e+10,1.960259507659532502e+07,9.483347396750217676e+07,1.099243449240251493e+02,7.925408840269061557e+02,6.774043523015039682e+03,1.524458126491383700e+04
7.496252625262526720e+17,1.073923909749217671e+02,1.334701814998721313e+10,1.961378060583568364e+07,9.489041769006539881e+07,1.099096824841152795e+02,7.925264876359572099e+02,6.772871319515316827e+03,1.525373502855682091e+04
7.499251925192519680e+17,1.073785591928257332e+02,1.335502929567057800e+10,1.962496816837324947e+07,9.494737280554720759e+07,1.098950278641711265e+02,7.925121027605804329e+02,6.771699693121840937e+03,1.526289062362351433e+04
7.502251225122512640e+17,1.073647342914482863e+02,1.336304204352919960e+10,1.963615776381580532e+07,9.500433931166902184e+07,1.098803810568969226e+02,7.924977293869642381e+02,6.770528643407645177e+03,1.527204804974765466e+04
7.505250525052505600e+17,1.073509162649912128e+02,1.337105639324277878e+10,1.964734939177171886e+07,9.506131720615378022e+07,1.098657420550066348e+02,7.924833675013192078e+02,6.769358169946100134e+03,1.528120730656318119e+04
7.508249824982498560e+17,1.073371051076632767e+02,1.337907234449122620e+10,1.965854305184951797e+07,9.511830648672568798e+07,1.098511108512241208e+02,7.924690170898784345e+02,6.768188272310926550e+03,1.529036839370425514e+04
7.511249124912491520e+17,1.073233008136796798e+02,1.338708989695461082e+10,1.966973874365755543e+07,9.517530715111032128e+07,1.098364874382826315e+02,7.924546781388967247e+02,6.767018950076167130e+03,1.529953131080527237e+04
7.514248424842484480e+17,1.073095033772624163e+02,1.339510905031322479e+10,1.968093646680518240e+07,9.523231919703461230e+07,1.098218718089252803e+02,7.924403506346508266e+02,6.765850202816212914e+03,1.530869605750082883e+04
7.517247724772477440e+17,1.072957127926401597e+02,1.340312980424753189e+10,1.969213622090127319e+07,9.528934262222687900e+07,1.098072639559048014e+02,7.924260345634393161e+02,6.764682030105782360e+03,1.531786263342574966e+04
7.520247024702470400e+17,1.072819290540482058e+02,1.341115215843820190e+10,1.970333800555513054e+07,9.534637742441681027e+07,1.097926638719835069e+02,7.924117299115823698e+02,6.763514431519949540e+03,1.532703103821509285e+04
7.523246324632463360e+17,1.072681521557285436e+02,1.341917611256607628e+10,1.971454182037666067e+07,9.540342360133545101e+07,1.097780715499334150e+02,7.923974366654231289e+02,6.762347406634089566e+03,1.533620127150408553e+04
7.526245624562456320e+17,1.072543820919298270e+02,1.342720166631220627e+10,1.972574766497534513e+07,9.546048115071514249e+07,1.097634869825360653e+02,7.923831548113247436e+02,6.761180955023968636e+03,1.534537333292824042e+04
7.529244924492449280e+17,1.072406188569073464e+02,1.343522881935783577e+10,1.973695553896144405e+07,9.551755007028968632e+07,1.097489101625826748e+02,7.923688843356736697e+02,6.760015076265642165e+03,1.535454722212324305e+04
7.532244224422442240e+17,1.072268624449229293e+02,1.344325757138437271e+10,1.974816544194528833e+07,9.557463035779412091e+07,1.097343410828738826e+02,7.923546252248769406e+02,6.758849769935521181e+03,1.536372293872500632e+04
7.535243524352435200e+17,1.072131128502451247e+02,1.345128792207344055e+10,1.975937737353705242e+07,9.563172201096491516e+07,1.097197797362200617e+02,7.923403774653640994e+02,6.757685035610355953e+03,1.537290048236964685e+04
7.538242824282428160e+17,1.071993700671490473e+02,1.345931987110684395e+10,1.977059133334773034e+07,9.568882502753989398e+07,1.097052261154409791e+02,7.923261410435859489e+02,6.756520872867234175e+03,1.538207985269353776e+04
7.541242124212421120e+17,1.071856340899164479e+02,1.346735341816658592e+10,1.978180732098843530e+07,9.574593940525817871e+07,1.096906802133659937e+02,7.923119159460145511e+02,6.755357281283573684e+03,1.539126104933323950e+04
7.544241424142414080e+17,1.071719049128355863e+02,1.347538856293483543e+10,1.979302533607033640e+07,9.580306514186027646e+07,1.096761420228339432e+02,7.922977021591437961e+02,6.754194260437138837e+03,1.540044407192552899e+04
7.547240724072407040e+17,1.071581825302014295e+02,1.348342530509398270e+10,1.980424537820447236e+07,9.586020223508803546e+07,1.096616115366931723e+02,7.922834996694888332e+02,6.753031809906021408e+03,1.540962892010740688e+04
7.550240024002400000e+17,1.071444669363153821e+02,1.349146364432658768e+10,1.981546744700277224e+07,9.591735068268468976e+07,1.096470887478014760e+02,7.922693084635861851e+02,6.751869929268658780e+03,1.541881559351610485e+04
7.553239323932392960e+17,1.071307581254855279e+02,1.349950358031538582e+10,1.982669154207709059e+07,9.597451048239471018e+07,1.096325736490261420e+02,7.922551285279944295e+02,6.750708618103815752e+03,1.542800409178902009e+04
7.556238623862385920e+17,1.071170560920264023e+02,1.350754511274334717e+10,1.983791766303946823e+07,9.603168163196404278e+07,1.096180662332438089e+02,7.922409598492926079e+02,6.749547875990604552e+03,1.543719441456383356e+04
7.559237923792378880e+17,1.071033608302591631e+02,1.351558824129359245e+10,1.984914580950214341e+07,9.608886412913985550e+07,1.096035664933406366e+02,7.922268024140817033e+02,6.748387702508476650e+03,1.544638656147839720e+04
7.562237223722371840e+17,1.070896723345114623e+02,1.352363296564943695e+10,1.986037598107779399e+07,9.614605797167073190e+07,1.095890744222121498e+02,7.922126562089839581e+02,6.747228097237199108e+03,1.545558053217079032e+04
7.565236523652364800e+17,1.070759905991175032e+02,1.353167928549438477e+10,1.987160817737944052e+07,9.620326315730661154e+07,1.095745900127632382e+02,7.921985212206418510e+02,6.746069059756896422e+03,1.546477632627929961e+04
7.568235823582359040e+17,1.070623156184180260e+02,1.353972720051214790e+10,1.988284239801947773e+07,9.626047968379871547e+07,1.095601132579082417e+02,7.921843974357202569e+02,6.744910589648027781e+03,1.547397394344245913e+04
7.571235123512352000e+17,1.070486473867601518e+02,1.354777671038659286e+10,1.989407864261177555e+07,9.631770754889962077e+07,1.095456441505707375e+02,7.921702848409044009e+02,6.743752686491377972e+03,1.548317338329896302e+04
7.574234423442344960e+17,1.070349858984977089e+02,1.355582781480180550e+10,1.990531691076932102e+07,9.637494675036323071e+07,1.095311826836837952e+02,7.921561834229011083e+02,6.742595349868085577e+03,1.549237464548777461e+04
7.577233723372337920e+17,1.070213311479908072e+02,1.356388051344203758e+10,1.991655720210598409e+07,9.643219728594481945e+07,1.095167288501896934e+02,7.921420931684382367e+02,6.741438579359614778e+03,1.550157772964804462e+04
7.580233023302330880e+17,1.070076831296061499e+02,1.357193480599174118e+10,1.992779951623567939e+07,9.648945915340097249e+07,1.095022826430400045e+02,7.921280140642638798e+02,6.740282374547762629e+03,1.551078263541912929e+04
7.583232323232323840e+17,1.069940418377169067e+02,1.357999069213554764e+10,1.993904385277266055e+07,9.654673235048957169e+07,1.094878440551957226e+02,7.921139460971479593e+02,6.739126735014665428e+03,1.551998936244062133e+04
7.586231623162316800e+17,1.069804072667026560e+02,1.358804817155827332e+10,1.995029021133073792e+07,9.660401687496986985e+07,1.094734130796269937e+02,7.920998892538809741e+02,6.737971660342810537e+03,1.552919791035231538e+04
7.589230923092309760e+17,1.069667794109495418e+02,1.359610724394494438e+10,1.996153859152527153e+07,9.666131272460246086e+07,1.094589897093133288e+02,7.920858435212744553e+02,6.736817150115006370e+03,1.553840827879422613e+04
7.592230223022302720e+17,1.069531582648499750e+02,1.360416790898074341e+10,1.997278899297026545e+07,9.671861989714927971e+07,1.094445739372433763e+02,7.920718088861603974e+02,6.735663203914397855e+03,1.554762046740656842e+04
7.595229522952295680e+17,1.069395438228029889e+02,1.361223016635104942e+10,1.998404141528121755e+07,9.677593839037346840e+07,1.094301657564151213e+02,7.920577853353921682e+02,6.734509821324472796e+03,1.555683447582977897e+04
7.598228822882288640e+17,1.069259360792138551e+02,1.362029401574143982e+10,1.999529585807360709e+07,9.683326820203962922e+07,1.094157651598356438e+02,7.920437728558433719e+02,6.733357001929051876e+03,1.556605030370450186e+04
