n_2DEG,Total Mobility,Remote Impurity Mobility,Dislocation Mobility,Background Impurity Mobility,Alloy Disorder Mobility,Optical Phonon Mobility,Interface Roughness Mobility,Remote Barrier Mobility,Alloy Disorder Barrier Penetration,Alloy Disorder Only Channel
3.972972972972972800e+16,2.561672499697369290e+02,1.628513436403317750e+08,3.778018690016866312e+05,1.157789091598280007e+06,2.826850090501246768e+02,8.932468292012561035e+10,5.317823829987042700e+04,2.908059707863067615e+03,2.912295847877583667e+19,2.826850090501246768e+02
4.072072072072072000e+16,2.550264336095007138e+02,1.689822600088134706e+08,3.896164285975871026e+05,1.201376746045925189e+06,2.803729835195534861e+02,8.932468292012561035e+10,5.080260528501139925e+04,3.017540357300241340e+03,2.912295847877583667e+19,2.803729835195534861e+02
4.171171171171171200e+16,2.538775731828099254e+02,1.751882395568617582e+08,4.015193210521559231e+05,1.245498060999772511e+06,2.781347873146688698e+02,8.932468292012561035e+10,4.860975690141144150e+04,3.128361420658246516e+03,2.912295847877583667e+19,2.781347873146688698e+02
4.270270270270270400e+16,2.527237235704076284e+02,1.814683851162867844e+08,4.135095519271359080e+05,1.290146658056547632e+06,2.759663910588808449e+02,8.932468292012561035e+10,4.658141152986961970e+04,3.240506877076548790e+03,2.912295847877583667e+19,2.759663910588808449e+02
4.369369369369369600e+16,2.515675233364026724e+02,1.878218309407643974e+08,4.255861610207076301e+05,1.335316382206242532e+06,2.738640723627231068e+02,8.932468292012561035e+10,4.470151211530969158e+04,3.353961266799365148e+03,2.912295847877583667e+19,2.738640723627231068e+02
4.468468468468468800e+16,2.504112497618390591e+02,1.942477409133242667e+08,4.377482204290351365e+05,1.381001289088274352e+06,2.718243860973873893e+02,8.932468292012561035e+10,4.295591048989591945e+04,3.468709659166504480e+03,2.912295847877583667e+19,2.718243860973873893e+02
4.567567567567568000e+16,2.492568662162635178e+02,2.007453068938166201e+08,4.499948327584672370e+05,1.427195633242835058e+06,2.698441381336836002e+02,8.932468292012561035e+10,4.133210251249738212e+04,3.584737623103868373e+03,2.912295847877583667e+19,2.698441381336836002e+02
4.666666666666666400e+16,2.481060630016465325e+02,2.073137471926119626e+08,4.623251294738460565e+05,1.473893857259676326e+06,2.679203620769377494e+02,8.932468292012561035e+10,3.981900492469041637e+04,3.702031199868071781e+03,2.912295847877583667e+19,2.679203620769377494e+02
4.765765765765765600e+16,2.469602926254661384e+02,2.139523051583971381e+08,4.747382693696736824e+05,1.521090581738070818e+06,2.660502986004493096e+02,8.932468292012561035e+10,3.840676660986799834e+04,3.820576877828521901e+03,2.912295847877583667e+19,2.660502986004493096e+02
4.864864864864864800e+16,2.458208003112695508e+02,2.206602478693315685e+08,4.872334371527534677e+05,1.568780595981604420e+06,2.642313770399057944e+02,8.932468292012561035e+10,3.708660834827411600e+04,3.940361569095206960e+03,2.912295847877583667e+19,2.642313770399057944e+02
4.963963963963964000e+16,2.446886504307001360e+02,2.274368649180341959e+08,4.998098421259975876e+05,1.616958849360066000e+06,2.624611989609225020e+02,8.932468292012561035e+10,3.585068627387593733e+04,4.061372587822039350e+03,2.912295847877583667e+19,2.624611989609225020e+02
5.063063063063063200e+16,2.435647494367388788e+02,2.342814672819274962e+08,5.124667169642149820e+05,1.665620443278169958e+06,2.607375234534654282e+02,8.932468292012561035e+10,3.469197512451319199e+04,4.183597630034422764e+03,2.912295847877583667e+19,2.607375234534654282e+02
5.162162162162162400e+16,2.424498657903927494e+02,2.411933862713782489e+08,5.252033165739580290e+05,1.714760623697381699e+06,2.590582539418134616e+02,8.932468292012561035e+10,3.360416808474760182e+04,4.307024754846038377e+03,2.912295847877583667e+19,2.590582539418134616e+02
5.261261261261261600e+16,2.413446472994720011e+02,2.481719725488784313e+08,5.380189170299175894e+05,1.764374774162802845e+06,2.574214263280963451e+02,8.932468292012561035e+10,3.258159058959332833e+04,4.431642366944259265e+03,2.912295847877583667e+19,2.574214263280963451e+02
5.360360360360360000e+16,2.402496362261270519e+02,2.552165952132172287e+08,5.509128145814804593e+05,1.814458409292095341e+06,2.558251983122736704e+02,8.932468292012561035e+10,3.161912591626701396e+04,4.557439200236022771e+03,2.912295847877583667e+19,2.558251983122736704e+02
