n_2DEG,Total Mobility,Remote Impurity Mobility,Dislocation Mobility,Background Impurity Mobility,Alloy Disorder Mobility,Optical Phonon Mobility,Interface Roughness Mobility,Remote Barrier Mobility,Alloy Disorder Barrier Penetration,Alloy Disorder Only Channel
3.081081081081081200e+16,6.564092689270506753e+01,1.112173700270362198e+08,2.756299135465204599e+05,7.906981602678146446e+05,4.211896036141591821e+02,1.417523134831186553e+03,8.755817860486423888e+04,8.238323705706388012e+01,1.793242762784892321e+08,4.211905928895799889e+02
3.180180180180180000e+16,6.799985762746075579e+01,1.166260374464232922e+08,2.865978652795269736e+05,8.291509970591380261e+05,4.167684041883952091e+02,1.400262140499673933e+03,8.207858201066017500e+04,8.638965736772101423e+01,1.793242762784892321e+08,4.167693728040786709e+02
3.279279279279279200e+16,7.032832366175126992e+01,1.221196462056024820e+08,2.976650613538390025e+05,8.682077229829591233e+05,4.125271830716693557e+02,1.383651698670330688e+03,7.714526021311270597e+04,9.045899718933519296e+01,1.793242762784892321e+08,4.125281320735100508e+02
3.378378378378378400e+16,7.262452326862570828e+01,1.276969027021594942e+08,3.088300764913882595e+05,9.078591411930581089e+05,4.084534980258073915e+02,1.367650444546124845e+03,7.268828218050333089e+04,9.459029829789596988e+01,1.793242762784892321e+08,4.084544283774782798e+02
3.477477477477477600e+16,7.488684326539191716e+01,1.333565706993752569e+08,3.200915476510939770e+05,9.480964626837321557e+05,4.045361003019070267e+02,1.352220832167206254e+03,6.864848606968282547e+04,9.878264496250021409e+01,1.793242762784892321e+08,4.045370128934926583e+02
3.576576576576576800e+16,7.711384989759055486e+01,1.390974672073961794e+08,3.314481695889837574e+05,9.889112770070402185e+05,4.007647899699473442e+02,1.337328677718855715e+03,6.497556193492819148e+04,1.030351608943676069e+02,1.793242762784892321e+08,4.007656856254557169e+02
3.675675675675675200e+16,7.930427977766649406e+01,1.449184587669338882e+08,3.428986908507860499e+05,1.030295525851821178e+06,3.971302922452247230e+02,1.322942768819835692e+03,6.162651885511753790e+04,1.073470064940251660e+02,1.793242762784892321e+08,3.971311717291494006e+02
3.774774774774774400e+16,8.145703090780365585e+01,1.508184580862806737e+08,3.544419101441007806e+05,1.072241479134610854e+06,3.936241512885662246e+02,1.309034528737868186e+03,5.856445128354175540e+04,1.117173763602079646e+02,1.793242762784892321e+08,3.936250153116410502e+02
3.873873873873873600e+16,8.357115381622882921e+01,1.567964209895901084e+08,3.660766730452061165e+05,1.114741713303491240e+06,3.902386386241120704e+02,1.295577726570046707e+03,5.575754000436389470e+04,1.161454970293260658e+02,1.793242762784892321e+08,3.902394878483757452e+02
3.972972972972972800e+16,8.564584283524590091e+01,1.628513436403317750e+08,3.778018690016866312e+05,1.157789091598280007e+06,3.869666738454471329e+02,1.282548226078650032e+03,5.317823829987042700e+04,1.206306249187643260e+02,1.793242762784892321e+08,3.869675088887157131e+02
4.072072072072072000e+16,8.768042754756891100e+01,1.689822600088134706e+08,3.896164285975871026e+05,1.201376746045925189e+06,3.838017557000871989e+02,1.269923767187450494e+03,5.080260528501139925e+04,1.251720444509729617e+02,1.793242762784892321e+08,3.838025771399168207e+02
4.171171171171171200e+16,8.967436442537007224e+01,1.751882395568617582e+08,4.015193210521559231e+05,1.245498060999772511e+06,3.807379019778422276e+02,1.257683775195848511e+03,4.860975690141144150e+04,1.297690663384161667e+02,1.793242762784892321e+08,3.807387103550502729e+02
4.270270270270270400e+16,9.162722868399735887e+01,1.814683851162867844e+08,4.135095519271359080e+05,1.290146658056547632e+06,3.777695968986984099e+02,1.245809193615319600e+03,4.658141152986961970e+04,1.344210260120642886e+02,1.793242762784892321e+08,3.777703927205020022e+02
4.369369369369369600e+16,9.353870636967525343e+01,1.878218309407643974e+08,4.255861610207076301e+05,1.335316382206242532e+06,3.748917449145102978e+02,1.234282337218454131e+03,4.470151211530969158e+04,1.391272821783441316e+02,1.793242762784892321e+08,3.748925286573316384e+02
4.468468468468468800e+16,9.540858669777091450e+01,1.942477409133242667e+08,4.377482204290351365e+05,1.381001289088274352e+06,3.720996300167338973e+02,1.223086762449015168e+03,4.295591048989591945e+04,1.438872154913513270e+02,1.793242762784892321e+08,3.721004021287135970e+02
4.567567567567568000e+16,9.723675465547654539e+01,2.007453068938166201e+08,4.499948327584672370e+05,1.427195633242835058e+06,3.693888797879440631e+02,1.212207152797922390e+03,4.133210251249738212e+04,1.487002273287530443e+02,1.793242762784892321e+08,3.693896406911994177e+02
4.666666666666666400e+16,9.902318388007635974e+01,2.073137471926119626e+08,4.623251294738460565e+05,1.473893857259676326e+06,3.667554335544614901e+02,1.201629217125266223e+03,3.981900492469041637e+04,1.535657386611941604e+02,1.793242762784892321e+08,3.667561836471201104e+02
4.765765765765765600e+16,1.007679298213886483e+02,2.139523051583971381e+08,4.747382693696736824e+05,1.521090581738070818e+06,3.641955140961197799e+02,1.191339599218141984e+03,3.840676660986799834e+04,1.584831890062201865e+02,1.793242762784892321e+08,3.641962537541550660e+02
4.864864864864864800e+16,1.024711231945319554e+02,2.206602478693315685e+08,4.872334371527534677e+05,1.568780595981604420e+06,3.617056024510353609e+02,1.181325797130954697e+03,3.708660834827411600e+04,1.634520354587641577e+02,1.793242762784892321e+08,3.617063320299270686e+02
4.963963963963964000e+16,1.041329637268786001e+02,2.274368649180341959e+08,4.998098421259975876e+05,1.616958849360066000e+06,3.592824154213674888e+02,1.171576091068626511e+03,3.585068627387593733e+04,1.684717517911364553e+02,1.793242762784892321e+08,3.592831352576068298e+02
5.063063063063063200e+16,1.057537142009583562e+02,2.342814672819274962e+08,5.124667169642149820e+05,1.665620443278169958e+06,3.569228854429919124e+02,1.162079478751926899e+03,3.469197512451319199e+04,1.735418276162427276e+02,1.793242762784892321e+08,3.569235958554489230e+02
5.162162162162162400e+16,1.073336947931523042e+02,2.411933862713782489e+08,5.252033165739580290e+05,1.714760623697381699e+06,3.546241425297804426e+02,1.152825617354102633e+03,3.360416808474760182e+04,1.786617676084283062e+02,1.793242762784892321e+08,3.546248438209484561e+02
5.261261261261261600e+16,1.088732777062928960e+02,2.481719725488784313e+08,5.380189170299175894e+05,1.764374774162802845e+06,3.523834980434009481e+02,1.143804771224316937e+03,3.258159058959332833e+04,1.838310907769470646e+02,1.793242762784892321e+08,3.523841905005310764e+02
5.360360360360360000e+16,1.103728820927456269e+02,2.552165952132172287e+08,5.509128145814804593e+05,1.814458409292095341e+06,3.501984300735337570e+02,1.135007764720169689e+03,3.161912591626701396e+04,1.890493297875683254e+02,1.793242762784892321e+08,3.501991139696714299e+02
5.459459459459459200e+16,1.118329692632007948e+02,2.623266409432049096e+08,5.638843247236924944e+05,1.865007168687813915e+06,3.480665702422155050e+02,1.126425939562072244e+03,3.071215076306166884e+04,1.943160303283000019e+02,1.793242762784892321e+08,3.480672458371488460e+02
5.558558558558558400e+16,1.132540381752302352e+02,2.695015131960638762e+08,5.769327813270613551e+05,1.916016811238371301e+06,3.459856917705266710e+02,1.118051116199298804e+03,2.985647931721279383e+04,1.996307505156030118e+02,1.793242762784892321e+08,3.459863593116558036e+02
5.657657657657657600e+16,1.146366211947664766e+02,2.767406314560793042e+08,5.900575358218542533e+05,1.967483209776331903e+06,3.439536986667433212e+02,1.109875558743220154e+03,2.904831456727081968e+04,2.049930603378365959e+02,1.793242762784892321e+08,3.439543583898783936e+02
5.756756756756756800e+16,1.159812801220404452e+02,2.840434305295270085e+08,6.032579564322967781e+05,2.019402346065716119e+06,3.419686159129647649e+02,1.101891943079515386e+03,2.828420576830627033e+04,2.104025411329830604e+02,1.793242762784892321e+08,3.419692680430595146e+02
5.855855855855856000e+16,1.172886024755627687e+02,2.914093598822785616e+08,6.165334274568561232e+05,2.071770306092712330e+06,3.400285805425804710e+02,1.094093327819404067e+03,2.756101131088049078e+04,2.158587850979842244e+02,1.793242762784892321e+08,3.400292252944078655e+02
5.954954954954955200e+16,1.185591980217209027e+02,2.988378830168192983e+08,6.298833485912268516e+05,2.124583275636591949e+06,3.381318335141504576e+02,1.086473127791542993e+03,2.687586603179917074e+04,2.213613948272735854e+02,1.793242762784892321e+08,3.381324710929256412e+02
6.054054054054054400e+16,1.197936955439749624e+02,3.063284768857113719e+08,6.433071342906898353e+05,2.177837536099741701e+06,3.362767122986718391e+02,1.079025089812081205e+03,2.622615255792422977e+04,2.269099828783046746e+02,1.793242762784892321e+08,3.362773429006273886e+02
6.153153153153153600e+16,1.209927398398664451e+02,3.138806313388089538e+08,6.568042131689777598e+05,2.231529460577644408e+06,3.344616441070648989e+02,1.071743270501415509e+03,2.560947601858148846e+04,2.325041713620807400e+02,1.793242762784892321e+08,3.344622679199827644e+02
6.252252252252252000e+16,1.221569889365860178e+02,3.214938486017668843e+08,6.703740274309682427e+05,2.285655510151345283e+06,3.326851396932606235e+02,1.064622015943118640e+03,2.502364171715638076e+04,2.381435915568643225e+02,1.793242762784892321e+08,3.326857568969644490e+02
6.351351351351351200e+16,1.232871115149574592e+02,3.291676427836011052e+08,6.840160323368292302e+05,2.340212230386459734e+06,3.309457876757095960e+02,1.057655943003934681e+03,2.446663536885385474e+04,2.438278835434082623e+02,1.793242762784892321e+08,3.309463984425215131e+02
6.450450450450450400e+16,1.243837845317652864e+02,3.369015394112535715e+08,6.977296956954641500e+05,2.395196248024168890e+06,3.292422493266020638e+02,1.050839922154133319e+03,2.393660557382583647e+04,2.495566958601879151e+02,1.793242762784892321e+08,3.292428538217658911e+02
6.549549549549549600e+16,1.254476910304004917e+02,3.446950749892849326e+08,7.115144973850504030e+05,2.450604267850866541e+06,3.275732537837491236e+02,1.044169061645355896e+03,2.343184824196265254e+04,2.553296851772481091e+02,1.793242762784892321e+08,3.275738521658245190e+02
6.648648648648648800e+16,1.264795181299051450e+02,3.525477965829805136e+08,7.253699288990406785e+05,2.506433069734252058e+06,3.259375936450248332e+02,1.037638692918694687e+03,2.295079272540111560e+04,2.611465159873931157e+02,1.793242762784892321e+08,3.259381860662533086e+02
6.747747747747748000e+16,1.274799551826550612e+02,3.604592614232892990e+08,7.392954929157228908e+05,2.562679505814649165e+06,3.243341209096032003e+02,1.031244357129435912e+03,2.249198944852141358e+04,2.670068603135477474e+02,1.793242762784892321e+08,3.243347075162491251e+02
6.846846846846847200e+16,1.284496920911288100e+02,3.684290365321488976e+08,7.532907028899245197e+05,2.619340497841269709e+06,3.227617432340493338e+02,1.024981792686947529e+03,2.205409885380411652e+04,2.729103974312214405e+02,1.793242762784892321e+08,3.227623241667181446e+02
6.945945945945945600e+16,1.293894177744492140e+02,3.764566983668650985e+08,7.673550826653613476e+05,2.676413034643921535e+06,3.212194204746715513e+02,1.018846923718792709e+03,2.163588150626714196e+04,2.788568136050853354e+02,1.793242762784892321e+08,3.212199958686063042e+02
7.045045045045044800e+16,1.302998187756594177e+02,3.845418324823142290e+08,7.814881661062969361e+05,2.733894169731453992e+06,3.197061614905123292e+02,1.012835849377511408e+03,2.123618922002131148e+04,2.848458018387514130e+02,1.793242762784892321e+08,3.197067314758709244e+02
7.144144144144144000e+16,1.311815780009920616e+02,3.926840332098400593e+08,7.956894967473116703e+05,2.791781019008872099e+06,3.182210211839721410e+02,1.006944833916794778e+03,2.085395708823706082e+04,2.908770616369186541e+02,1.793242762784892321e+08,3.182215858860868138e+02
7.243243243243243200e+16,1.320353735827046648e+02,4.008829033517962098e+08,8.099586274599881144e+05,2.850070758605695795e+06,3.167630977583775689e+02,1.001170297471104163e+03,2.048819631309627584e+04,2.969502987791083797e+02,1.793242762784892321e+08,3.167636572979972698e+02
7.342342342342342400e+16,1.328618778573870998e+02,4.091380538907691240e+08,8.242951201357062673e+05,2.908760622808679473e+06,3.153315301738660992e+02,9.955088074793043234e+02,2.013798774539031001e+04,3.030652251042735656e+02,1.793242762784892321e+08,3.153320846673838673e+02
7.441441441441441600e+16,1.336617564519827965e+02,4.174491037125852704e+08,8.386985453830849146e+05,2.967847902092542034e+06,3.139254957847834930e+02,9.899570706986514779e+02,1.980247605473983276e+04,3.092215583056188848e+02,1.793242762784892321e+08,3.139260453444497898e+02
7.540540540540540800e+16,1.344356674701139980e+02,4.258156793422753811e+08,8.531684822397859534e+05,3.027329941242804751e+06,3.125442081434196666e+02,9.845119257606384053e+02,1.948086446114192222e+04,3.154190217350188732e+02,1.793242762784892321e+08,3.125447528775422938e+02
7.639639639639640000e+16,1.351842607716463363e+02,4.342374146922243237e+08,8.677045178973458242e+05,3.087204137565270998e+06,3.111869149563557357e+02,9.791703362247940277e+02,1.917240996700077085e+04,3.216573442164626044e+02,1.793242762784892321e+08,3.111874549694877601e+02
7.738738738738739200e+16,1.359081773387759142e+02,4.427139508217966557e+08,8.823062474386318354e+05,3.147467939177080989e+06,3.098528961809925590e+02,9.739293840906308333e+02,1.887641903609133442e+04,3.279362598679977623e+02,1.793242762784892321e+08,3.098534315741092087e+02
7.837837837837836800e+16,1.366080487222665170e+02,4.512449357077689767e+08,8.969732735868683085e+05,3.208118843374609016e+06,3.085414622509869673e+02,9.687862637316127348e+02,1.859224367226770482e+04,3.342555079316809383e+02,1.793242762784892321e+08,3.085419931216515579e+02
7.936936936936937600e+16,1.372844965618027970e+02,4.598300240249577761e+08,9.117052064658767777e+05,3.269154395073842723e+06,3.072519524203580090e+02,9.637382762183027580e+02,1.831927785624840908e+04,3.406148326110798621e+02,1.793242762784892321e+08,3.072524788628786609e+02
8.036036036036035200e+16,1.379381321747582945e+02,4.684688769364634752e+08,9.265016633706514258e+05,3.330572185319117736e+06,3.059837332169570914e+02,9.587828240008074090e+02,1.805695430362114348e+04,3.470139829158990779e+02,1.793242762784892321e+08,3.059842553225341817e+02
8.135135135135136000e+16,1.385695562080000229e+02,4.771611618929981589e+08,9.413622685479542706e+05,3.392369849856454413e+06,3.047361969968287667e+02,9.539174059232740319e+02,1.780474151142919800e+04,3.534527125133320169e+02,1.793242762784892321e+08,3.047367148536940249e+02
8.234234234234233600e+16,1.391793583476685683e+02,4.859065524407960176e+08,9.562866529860291630e+05,3.454545067767885514e+06,3.035087605917414635e+02,9.491396125456044501e+02,1.756214106436722068e+04,3.599307795857748147e+02,1.793242762784892321e+08,3.035092742852891661e+02
8.333333333333332800e+16,1.397681170821738590e+02,4.947047280376414061e+08,9.712744542133742943e+05,3.517095560163524002e+06,3.023008640428416243e+02,9.444471217496853797e+02,1.732868517485689881e+04,3.664479466945493300e+02,1.793242762784892321e+08,3.023013736557526840e+02
8.432432432432432000e+16,1.403363995139426947e+02,5.035553738765774369e+08,9.863253161057279212e+05,3.580019088928205892e+06,3.011119694139969170e+02,9.398376946093787865e+02,1.710393443408375970e+04,3.730039806493167021e+02,1.793242762784892321e+08,3.011124750263559804e+02
8.531531531531531200e+16,1.408847612157352671e+02,5.124581807168867588e+08,1.001438888700964046e+06,3.643313455519873183e+06,2.999415596789414167e+02,9.353091715052720474e+02,1.688747575359406255e+04,3.795986523828792087e+02,1.793242762784892321e+08,2.999420613683477086e+02
8.630630630630630400e+16,1.414137461276189924e+02,5.214128447219680548e+08,1.016614828021563007e+06,3.706976499816938769e+06,2.987891376768365035e+02,9.308594684667709771e+02,1.667892047922033089e+04,3.862317368310876304e+02,1.793242762784892321e+08,2.987896355185085895e+02
8.729729729729729600e+16,1.419238864909438291e+02,5.304190673037444949e+08,1.031852795904112514e+06,3.771006099012118299e+06,2.976542251313078395e+02,9.264865737255659042e+02,1.647790266104711191e+04,3.929030128175886603e+02,1.793242762784892321e+08,2.976547191981828746e+02
8.828828828828828800e+16,1.424157028159135052e+02,5.394765549732739925e+08,1.047152459835633636e+06,3.835400166550348513e+06,2.965363617284309043e+02,9.221885444657793869e+02,1.628407746485200187e+04,3.996122629431660016e+02,1.793242762784892321e+08,2.965368520912588792e+02
8.927927927927928000e+16,1.428897038795765582e+02,5.485850191972442865e+08,1.062513492796312785e+06,3.900156651108540595e+06,2.954351042495043771e+02,9.179635037573126510e+02,1.609711971194340185e+04,4.063592734794402190e+02,1.793242762784892321e+08,2.954355909769371351e+02
9.027027027027027200e+16,1.433463867512869001e+02,5.577441762600616217e+08,1.077935573108187411e+06,3.965273535615097731e+06,2.943500257547868841e+02,9.138096376599689847e+02,1.591672253568201268e+04,4.131438342667124175e+02,1.793242762784892321e+08,2.943505089134628179e+02
9.126126126126126400e+16,1.437862368428922366e+02,5.669537471312503815e+08,1.093418384289816953e+06,4.030748836307202000e+06,2.932807148146820282e+02,9.097251924869108279e+02,1.574259614415095348e+04,4.199657386157412589e+02,1.793242762784892321e+08,2.932811944693062856e+02
9.225225225225225600e+16,1.442097279811077044e+02,5.762134573379110098e+08,1.108961614916363033e+06,4.096580601824040990e+06,2.922267747851286686e+02,9.057084722169032602e+02,1.557446667949195762e+04,4.268247832132675512e+02,1.793242762784892321e+08,2.922272509985496072e+02
9.324324324324324800e+16,1.446173224997200180e+02,5.855230368419800997e+08,1.124564958484852454e+06,4.162766912334216759e+06,2.911878231242129687e+02,9.017578360455977418e+02,1.541207516538091477e+04,4.337207680310964975e+02,1.793242762784892321e+08,2.911882959574945176e+02
9.423423423423424000e+16,1.450094713494442829e+02,5.948822199220768213e+08,1.140228113284550374e+06,4.229305878695705906e+06,2.901634907472453619e+02,8.978716960668722322e+02,1.525517653493717444e+04,4.406534962385755421e+02,1.793242762784892321e+08,2.901639602597360295e+02
9.522522522522523200e+16,1.453866142234216738e+02,6.042907450597038269e+08,1.155950782272088807e+06,4.296195641646822914e+06,2.891534214177584659e+02,8.940485150758922828e+02,1.510353873212555845e+04,4.476227741182992190e+02,1.793242762784892321e+08,2.891538876671568801e+02
9.621621621621622400e+16,1.457491796965018409e+02,6.137483548296072483e+08,1.171732672950817505e+06,4.363434371026734821e+06,2.881572711720750135e+02,8.902868044862044599e+02,1.495694188035747538e+04,4.546284109848942308e+02,1.793242762784892321e+08,2.881577342144922795e+02
9.720720720720720000e+16,1.460975853766018986e+02,6.232547957940982580e+08,1.187573497255124617e+06,4.431020265024141409e+06,2.871747077752709174e+02,8.865851223537213173e+02,1.481517751262158163e+04,4.616702191067395802e+02,1.793242762784892321e+08,2.871751676652900755e+02
9.819819819819819200e+16,1.464322380665690844e+02,6.328098184011579752e+08,1.203472971438121749e+06,4.498951549452850595e+06,2.862054102065189340e+02,8.829420715009944161e+02,1.467804785798209195e+04,4.687480136304874350e+02,1.793242762784892321e+08,2.862058669972517464e+02
9.918918918918918400e+16,1.467535339351033770e+02,6.424131768861476183e+08,1.219430815963867819e+06,4.567226477052988485e+06,2.852490681719497729e+02,8.793562977356234569e+02,1.454536517978179108e+04,4.758616125082575650e+02,1.793242762784892321e+08,2.852495219150904973e+02
1.001801801801801760e+17,1.470618586954163334e+02,6.520646291769664288e+08,1.235446755402973387e+06,4.635843326816725545e+06,2.843053816432979488e+02,8.758264881571194564e+02,1.441695116131031318e+04,4.830108364273827419e+02,1.793242762784892321e+08,2.843058323891750092e+02
1.011711711711711680e+17,1.473575877904137030e+02,6.617639368025023937e+08,1.251520518332086969e+06,4.704800403337402269e+06,2.833740604207299612e+02,8.723513695469156346e+02,1.429263633508468229e+04,4.901955087425945408e+02,1.793242762784892321e+08,2.833745082183548902e+02
1.021621621621621600e+17,1.476410865832935428e+02,6.715108648042262793e+08,1.267651837236553896e+06,4.774096036181016825e+06,2.824548237183631159e+02,8.689297068366014400e+02,1.417225955223823075e+04,4.974154554105382431e+02,1.793242762784892321e+08,2.824552686154777916e+02
1.031531531531531520e+17,1.479127105525486741e+02,6.813051816507993937e+08,1.283840448416511994e+06,4.843728579279121011e+06,2.815473997710906247e+02,8.655603016497964290e+02,1.405566748882803404e+04,5.046705049265182197e+02,1.793242762784892321e+08,2.815478418142117221e+02
1.041441441441441440e+17,1.481728054904525038e+02,6.911466591555557251e+08,1.300086091896130238e+06,4.913696410342166200e+06,2.806515254614229775e+02,8.622419909133926694e+02,1.394271418615442417e+04,5.119604882633747707e+02,1.793242762784892321e+08,2.806519646958849989e+02
1.051351351351351360e+17,1.484217077041905384e+02,7.010350723967415094e+08,1.316388511335813673e+06,4.983997930292448029e+06,2.797669459651502279e+02,8.589736455341795818e+02,1.383326062243778324e+04,5.192852388124013032e+02,1.793242762784892321e+08,2.797673824351463168e+02
1.061261261261261280e+17,1.486597442188774494e+02,7.109701996403914690e+08,1.332747453947326634e+06,5.054631562715792097e+06,2.788934144147050347e+02,8.557541691371371826e+02,1.372717431343263343e+04,5.266445923262159567e+02,1.793242762784892321e+08,2.788938481633261972e+02
1.071171171171171200e+17,1.488872329817725415e+02,7.209518222657318115e+08,1.349162670411610743e+06,5.125595753331212327e+06,2.780306915791882716e+02,8.525824968619390347e+02,1.362432893976418563e+04,5.340383868635052522e+02,1.793242762784892321e+08,2.780311226484607232e+02
1.081081081081081120e+17,1.491044830670712145e+02,7.309797246930050850e+08,1.365633914799336810e+06,5.196888969477779232e+06,2.771785455600862633e+02,8.494575942144051623e+02,1.352460399896358649e+04,5.414664627355595030e+02,1.793242762784892321e+08,2.771789739910074104e+02
1.090990990990991040e+17,1.493117948807138760e+02,7.410536943136157990e+08,1.382160944493919145e+06,5.268509699617994018e+06,2.763367515017743017e+02,8.463784559698983685e+02,1.342788448034786234e+04,5.489286624545304676e+02,1.793242762784892321e+08,2.763371773343469613e+02
1.100900900900900960e+17,1.495094603647077349e+02,7.511735214225020409e+08,1.398743520117075182e+06,5.340456452856981196e+06,2.755050913159599872e+02,8.433441051258116659e+02,1.333406056104509662e+04,5.564248306833350171e+02,1.793242762784892321e+08,2.755055145892252426e+02
1.110810810810810880e+17,1.496977632005124690e+02,7.613389991526417732e+08,1.415381405456539243e+06,5.412727758476876654e+06,2.746833534192782622e+02,8.403535919005047390e+02,1.324302732160882988e+04,5.639548141871422331e+02,1.793242762784892321e+08,2.746837741713470109e+02
1.120720720720720800e+17,1.498769790110868598e+02,7.715499234116115570e+08,1.432074367396235000e+06,5.485322165485771373e+06,2.738713324832976923e+02,8.374059927762017423e+02,1.315468447978862787e+04,5.715184617863793619e+02,1.793242762784892321e+08,2.738717507513808869e+02
