x	Ec	Ev	Ef	n	p
0.000000	2.500000	-3.223500	0.000000	9.892527e-006	1.660711e-035
5.000000	2.383168	-3.340332	0.000000	7.311322e-006	1.856814e-037
10.000000	2.269503	-3.453997	0.000000	2.771174e-006	2.345098e-039
15.000000	2.159007	-3.564493	0.000000	4.569943e-007	3.345583e-041
20.000000	2.051679	-3.671821	0.000000	2.783954e-006	5.391390e-043
25.000000	1.947519	-3.775981	0.000000	1.083916e-005	9.814043e-045
30.000000	1.846527	-3.876973	0.000000	2.762116e-005	2.017964e-046
35.000000	1.748703	-3.974797	0.000000	3.598637e-005	4.687022e-048
40.000000	1.654047	-4.069453	0.000000	2.801875e-004	1.229699e-049
45.000000	1.562559	-4.160941	0.000000	3.927545e-003	3.644341e-051
50.000000	1.474239	-4.249261	0.000000	5.318658e-002	1.219993e-052
55.000000	1.389087	-4.334413	0.000000	6.489553e-001	4.613321e-054
60.000000	1.307104	-4.416396	0.000000	7.158598e+000	1.970554e-055
65.000000	1.228288	-4.495212	0.000000	7.150394e+001	9.507828e-057
70.000000	1.152640	-4.570860	0.000000	6.482742e+002	5.181941e-058
75.000000	1.080161	-4.643339	0.000000	5.347341e+003	3.190229e-059
80.000000	1.010850	-4.712650	0.000000	4.021121e+004	2.218551e-060
85.000000	0.944706	-4.778794	0.000000	2.760755e+005	1.742750e-061
90.000000	0.881731	-4.841769	0.000000	1.732013e+006	1.546390e-062
95.000000	0.821924	-4.901576	0.000000	9.932278e+006	1.549963e-063
100.000000	0.765285	-4.958215	0.000000	5.205781e+007	1.754857e-064
105.000000	0.711813	-5.011687	0.000000	2.493075e+008	2.244297e-065
110.000000	0.661510	-5.061990	0.000000	1.090523e+009	3.242180e-066
115.000000	0.614375	-5.109125	0.000000	4.355301e+009	5.290688e-067
120.000000	0.570409	-5.153091	0.000000	1.587544e+010	9.752264e-068
125.000000	0.529610	-5.193890	0.000000	5.279706e+010	2.030565e-068
130.000000	0.491979	-5.231521	0.000000	1.601527e+011	4.775805e-069
135.000000	0.457516	-5.265984	0.000000	4.429721e+011	1.268804e-069
140.000000	0.426222	-5.297278	0.000000	1.116931e+012	3.807681e-070
145.000000	0.398095	-5.325405	0.000000	2.566770e+012	1.290758e-070
150.000000	0.373137	-5.350363	0.000000	5.374938e+012	4.942508e-071
155.000000	0.351346	-5.372154	0.000000	1.025451e+013	2.137805e-071
160.000000	0.332724	-5.390776	0.000000	1.782232e+013	1.044496e-071
165.000000	0.317270	-5.406230	0.000000	2.821869e+013	5.764527e-072
170.000000	0.304983	-5.418517	0.000000	4.072898e+013	3.593672e-072
175.000000	0.295865	-5.427635	0.000000	5.378368e+013	2.530645e-072
180.000000	0.289915	-5.433585	0.000000	6.632190e+013	2.012990e-072
185.000000	0.287133	-5.436367	0.000000	8.502706e+013	1.808713e-072
190.000000	0.287519	-5.435981	0.000000	1.641574e+014	1.835756e-072
190.100000	0.287526	-5.435974	0.000000	1.680941e+014	1.836301e-072
190.200000	0.287534	-5.435966	0.000000	1.721819e+014	1.836846e-072
190.300000	0.287542	-5.435958	0.000000	1.764266e+014	1.837392e-072
190.400000	0.287549	-5.435951	0.000000	1.808343e+014	1.837937e-072
190.500000	0.287557	-5.435943	0.000000	1.854113e+014	1.838483e-072
190.600000	0.287565	-5.435935	0.000000	1.901642e+014	1.839028e-072
