x	Ec	Ev	Ef	n	p
0.000000	2.500000	-3.223500	0.000000	1.725373e-005	1.660711e-035
5.000000	2.383023	-3.340477	0.000000	3.888018e-006	1.846528e-037
10.000000	2.269214	-3.454286	0.000000	1.078030e-005	2.319188e-039
15.000000	2.158574	-3.564926	0.000000	2.166752e-005	3.290290e-041
20.000000	2.051101	-3.672399	0.000000	1.283477e-006	5.272914e-043
25.000000	1.946797	-3.776703	0.000000	4.348466e-006	9.545207e-045
30.000000	1.845660	-3.877840	0.000000	5.235308e-005	1.951813e-046
35.000000	1.747692	-3.975808	0.000000	2.076875e-005	4.508264e-048
40.000000	1.652891	-4.070609	0.000000	3.193234e-004	1.176247e-049
45.000000	1.561259	-4.162241	0.000000	4.695930e-003	3.466620e-051
50.000000	1.472795	-4.250705	0.000000	6.321050e-002	1.154070e-052
55.000000	1.387498	-4.336002	0.000000	7.690429e-001	4.339862e-054
60.000000	1.305370	-4.418130	0.000000	8.467354e+000	1.843479e-055
65.000000	1.226410	-4.497090	0.000000	8.455703e+001	8.845421e-057
70.000000	1.150618	-4.572882	0.000000	7.677123e+002	4.794211e-058
75.000000	1.077994	-4.645506	0.000000	6.351162e+003	2.935175e-059
80.000000	1.008539	-4.714961	0.000000	4.795922e+004	2.029873e-060
85.000000	0.942251	-4.781249	0.000000	3.309380e+005	1.585704e-061
90.000000	0.879131	-4.844369	0.000000	2.087870e+006	1.399245e-062
95.000000	0.819179	-4.904321	0.000000	1.204381e+007	1.394708e-063
100.000000	0.762396	-4.961104	0.000000	6.350726e+007	1.570331e-064
105.000000	0.708780	-5.014720	0.000000	3.060002e+008	1.997180e-065
110.000000	0.658333	-5.065167	0.000000	1.346742e+009	2.869205e-066
115.000000	0.611054	-5.112446	0.000000	5.411797e+009	4.656120e-067
120.000000	0.566942	-5.156558	0.000000	1.984877e+010	8.535026e-068
125.000000	0.525999	-5.197501	0.000000	6.642200e+010	1.767274e-068
130.000000	0.488224	-5.235276	0.000000	2.027405e+011	4.133529e-069
135.000000	0.453617	-5.269883	0.000000	5.642812e+011	1.092085e-069
140.000000	0.422178	-5.301322	0.000000	1.431748e+012	3.259192e-070
145.000000	0.393907	-5.329593	0.000000	3.310975e+012	1.098707e-070
150.000000	0.368804	-5.354696	0.000000	6.977144e+012	4.183807e-071
155.000000	0.346869	-5.376631	0.000000	1.339553e+013	1.799616e-071
160.000000	0.328102	-5.395398	0.000000	2.342890e+013	8.743917e-072
165.000000	0.312503	-5.410997	0.000000	3.732989e+013	4.798995e-072
170.000000	0.300073	-5.423427	0.000000	5.421121e+013	2.975174e-072
175.000000	0.290810	-5.432690	0.000000	7.197182e+013	2.083495e-072
180.000000	0.284715	-5.438785	0.000000	8.886638e+013	1.648124e-072
185.000000	0.281789	-5.441711	0.000000	1.118929e+014	1.472669e-072
190.000000	0.282030	-5.441470	0.000000	2.023100e+014	1.486406e-072
190.100000	0.282035	-5.441465	0.000000	2.067773e+014	1.486682e-072
190.200000	0.282040	-5.441460	0.000000	2.114154e+014	1.486958e-072
190.300000	0.282045	-5.441455	0.000000	2.162312e+014	1.487234e-072
190.400000	0.282049	-5.441451	0.000000	2.212313e+014	1.487510e-072
190.500000	0.282054	-5.441446	0.000000	2.264230e+014	1.487786e-072
190.600000	0.282059	-5.441441	0.000000	2.318136e+014	1.488063e-072
190.700000	0.282064	-5.441436	0.000000	2.374108e+014	1.488339e-072
190.800000	0.282069	-5.441431	0.000000	2.432227e+014	1.488615e-072
190.900000	0.282074	-5.441426	0.000000	2.492575e+014	1.488892e-072
191.000000	0.282078	-5.441422	0.000000	2.555238e+014	1.489168e-072
191.100000	0.282083	-5.441417	0.000000	2.620306e+014	1.489445e-072
191.200000	0.282088	-5.441412	0.000000	2.687871e+014	1.489721e-072
191.300000	0.282093	-5.441407	0.000000	2.758030e+014	1.489998e-072
