x	Ec	Ev	Ef	n	p
0.000000	2.500000	-3.223500	0.000000	9.529339e-006	1.660711e-035
5.000000	2.378979	-3.344521	0.000000	1.609319e-006	1.580537e-037
10.000000	2.261126	-3.462374	0.000000	8.524748e-008	1.699156e-039
15.000000	2.146441	-3.577059	0.000000	8.065275e-007	2.063385e-041
20.000000	2.034925	-3.688575	0.000000	8.548667e-006	2.830384e-043
25.000000	1.926576	-3.796924	0.000000	6.826278e-007	4.385597e-045
30.000000	1.821395	-3.902105	0.000000	1.333477e-005	7.675917e-047
35.000000	1.719383	-4.004117	0.000000	2.440281e-004	1.517575e-048
40.000000	1.620538	-4.102962	0.000000	4.222476e-003	3.389129e-050
45.000000	1.524862	-4.198638	0.000000	6.650499e-002	8.549570e-052
50.000000	1.432354	-4.291146	0.000000	9.563319e-001	2.436232e-053
55.000000	1.343013	-4.380487	0.000000	1.253364e+001	7.841720e-055
60.000000	1.256841	-4.466659	0.000000	1.499876e+002	2.851164e-056
65.000000	1.173837	-4.549663	0.000000	1.641365e+003	1.170985e-057
70.000000	1.094001	-4.629499	0.000000	1.644346e+004	5.432484e-059
75.000000	1.017333	-4.706167	0.000000	1.508920e+005	2.846846e-060
80.000000	0.943833	-4.779667	0.000000	1.268457e+006	1.685185e-061
85.000000	0.873501	-4.849999	0.000000	9.766405e+006	1.126807e-062
90.000000	0.806337	-4.917163	0.000000	6.884575e+007	8.510787e-064
95.000000	0.742341	-4.981159	0.000000	4.441246e+008	7.261194e-065
100.000000	0.681514	-5.041986	0.000000	2.620678e+009	6.997849e-066
105.000000	0.623854	-5.099646	0.000000	1.413853e+010	7.617972e-067
110.000000	0.569363	-5.154137	0.000000	6.970858e+010	9.367686e-068
115.000000	0.518039	-5.205461	0.000000	3.139627e+011	1.301198e-068
120.000000	0.469884	-5.253616	0.000000	1.291244e+012	2.041611e-069
125.000000	0.424896	-5.298604	0.000000	4.847477e+012	3.618433e-070
130.000000	0.383077	-5.340423	0.000000	1.660542e+013	7.244131e-071
135.000000	0.344426	-5.379074	0.000000	5.188840e+013	1.638212e-071
140.000000	0.308943	-5.414557	0.000000	1.478581e+014	4.184771e-072
145.000000	0.276627	-5.446873	0.000000	3.841100e+014	1.207509e-072
150.000000	0.247480	-5.476020	0.000000	9.095306e+014	3.935714e-073
155.000000	0.221500	-5.502000	0.000000	1.963191e+015	1.448996e-073
160.000000	0.198687	-5.524813	0.000000	3.866397e+015	6.025755e-074
165.000000	0.179041	-5.544459	0.000000	6.973462e+015	2.830349e-074
170.000000	0.162558	-5.560942	0.000000	1.165554e+016	1.501500e-074
175.000000	0.149238	-5.574262	0.000000	1.869671e+016	8.995514e-075
180.000000	0.139076	-5.584424	0.000000	3.148001e+016	6.085273e-075
185.000000	0.132065	-5.591435	0.000000	6.492705e+016	4.647023e-075
190.000000	0.128188	-5.595312	0.000000	1.801116e+017	4.003273e-075
190.100000	0.128110	-5.595390	0.000000	1.846412e+017	3.991203e-075
190.200000	0.128031	-5.595469	0.000000	1.892968e+017	3.979164e-075
190.300000	0.127952	-5.595548	0.000000	1.940822e+017	3.967154e-075
190.400000	0.127874	-5.595626	0.000000	1.990009e+017	3.955175e-075
190.500000	0.127795	-5.595705	0.000000	2.040567e+017	3.943226e-075
190.600000	0.127716	-5.595784	0.000000	2.092537e+017	3.931306e-075
190.700000	0.127638	-5.595862	0.000000	2.145956e+017	3.919415e-075
190.800000	0.127559	-5.595941	0.000000	2.200867e+017	3.907554e-075
190.900000	0.127480	-5.596020	0.000000	2.257313e+017	3.895721e-075
191.000000	0.127401	-5.596099	0.000000	2.315335e+017	3.883917e-075
191.100000	0.127322	-5.596178	0.000000	2.374980e+017	3.872142e-075
191.200000	0.127243	-5.596257	0.000000	2.436292e+017	3.860395e-075
191.300000	0.127164	-5.596336	0.000000	2.499320e+017	3.848676e-075
191.400000	0.127085	-5.596415	0.000000	2.564113e+017	3.836985e-075
191.500000	0.127006	-5.596494	0.000000	2.630719e+017	3.825321e-075
191.600000	0.126927	-5.596573	0.000000	2.699190e+017	3.813685e-075
191.700000	0.126847	-5.596653	0.000000	2.769580e+017	3.802075e-075
191.800000	0.126768	-5.596732	0.000000	2.841943e+017	3.790493e-075
191.900000	0.126689	-5.596811	0.000000	2.916334e+017	3.778937e-075
192.000000	0.126609	-5.596891	0.000000	2.992811e+017	3.767407e-075
192.100000	0.126530	-5.596970	0.000000	3.071433e+017	3.755904e-075
192.200000	0.126450	-5.597050	0.000000	3.152261e+017	3.744426e-075
192.300000	0.126370	-5.597130	0.000000	3.235357e+017	3.732974e-075
192.400000	0.126291	-5.597209	0.000000	3.320786e+017	3.721547e-075
192.500000	0.126211	-5.597289	0.000000	3.408613e+017	3.710145e-075
192.600000	0.126131	-5.597369	0.000000	3.498907e+017	3.698767e-075
192.700000	0.126051	-5.597449	0.000000	3.591737e+017	3.687414e-075
192.800000	0.125971	-5.597529	0.000000	3.687176e+017	3.676086e-075
192.900000	0.125891	-5.597609	0.000000	3.785296e+017	3.664781e-075
193.000000	0.125811	-5.597689	0.000000	3.886174e+017	3.653499e-075
193.100000	0.125731	-5.597769	0.000000	3.989888e+017	3.642241e-075
193.200000	0.125650	-5.597850	0.000000	4.096518e+017	3.631006e-075
193.300000	0.125570	-5.597930	0.000000	4.206146e+017	3.619793e-075
193.400000	0.125489	-5.598011	0.000000	4.318858e+017	3.608603e-075
193.500000	0.125409	-5.598091	0.000000	4.434740e+017	3.597434e-075
193.600000	0.125328	-5.598172	0.000000	4.553883e+017	3.586287e-075
193.700000	0.125247	-5.598253	0.000000	4.676378e+017	3.575162e-075
193.800000	0.125167	-5.598333	0.000000	4.802320e+017	3.564058e-075
193.900000	0.125086	-5.598414	0.000000	4.931807e+017	3.552974e-075
194.000000	0.125004	-5.598496	0.000000	5.064938e+017	3.541910e-075
194.100000	0.124923	-5.598577	0.000000	5.201818e+017	3.530867e-075
194.200000	0.124842	-5.598658	0.000000	5.342551e+017	3.519843e-075
194.300000	0.124761	-5.598739	0.000000	5.487247e+017	3.508838e-075
194.400000	0.124679	-5.598821	0.000000	5.636017e+017	3.497852e-075
194.500000	0.124597	-5.598903	0.000000	5.788977e+017	3.486884e-075
194.600000	0.124516	-5.598984	0.000000	5.946245e+017	3.475935e-075
194.700000	0.124434	-5.599066	0.000000	6.107943e+017	3.465003e-075
194.800000	0.124352	-5.599148	0.000000	6.274195e+017	3.454088e-075
194.900000	0.124269	-5.599231	0.000000	6.445131e+017	3.443190e-075
195.000000	0.124187	-5.599313	0.000000	6.620882e+017	3.432309e-075
195.100000	0.124105	-5.599395	0.000000	6.801585e+017	3.421444e-075
195.200000	0.124022	-5.599478	0.000000	6.987379e+017	3.410594e-075
195.300000	0.123939	-5.599561	0.000000	7.178408e+017	3.399759e-075
195.400000	0.123857	-5.599643	0.000000	7.374819e+017	3.388939e-075
195.500000	0.123774	-5.599726	0.000000	7.576765e+017	3.378133e-075
195.600000	0.123690	-5.599810	0.000000	7.784401e+017	3.367341e-075
195.700000	0.123607	-5.599893	0.000000	7.997888e+017	3.356562e-075
195.800000	0.123523	-5.599977	0.000000	8.217391e+017	3.345796e-075
195.900000	0.123440	-5.600060	0.000000	8.443079e+017	3.335042e-075
196.000000	0.123356	-5.600144	0.000000	8.675128e+017	3.324300e-075
196.100000	0.123272	-5.600228	0.000000	8.913716e+017	3.313569e-075
196.200000	0.123188	-5.600312	0.000000	9.159027e+017	3.302849e-075
196.300000	0.123103	-5.600397	0.000000	9.411252e+017	3.292140e-075
196.400000	0.123018	-5.600482	0.000000	9.670584e+017	3.281439e-075
196.500000	0.122934	-5.600566	0.000000	9.937224e+017	3.270748e-075
196.600000	0.122849	-5.600651	0.000000	1.021138e+018	3.260066e-075
196.700000	0.122763	-5.600737	0.000000	1.049326e+018	3.249391e-075
196.800000	0.122678	-5.600822	0.000000	1.078308e+018	3.238724e-075
196.900000	0.122592	-5.600908	0.000000	1.108107e+018	3.228063e-075
197.000000	0.122506	-5.600994	0.000000	1.138745e+018	3.217409e-075
197.100000	0.122420	-5.601080	0.000000	1.170247e+018	3.206760e-075
197.200000	0.122333	-5.601167	0.000000	1.202637e+018	3.196116e-075
197.300000	0.122247	-5.601253	0.000000	1.235939e+018	3.185476e-075
197.400000	0.122160	-5.601340	0.000000	1.270179e+018	3.174840e-075
197.500000	0.122073	-5.601427	0.000000	1.305384e+018	3.164207e-075
197.600000	0.121985	-5.601515	0.000000	1.341580e+018	3.153575e-075
197.700000	0.121897	-5.601603	0.000000	1.378796e+018	3.142946e-075
197.800000	0.121809	-5.601691	0.000000	1.417061e+018	3.132317e-075
197.900000	0.121721	-5.601779	0.000000	1.456403e+018	3.121688e-075
198.000000	0.121632	-5.601868	0.000000	1.496853e+018	3.111058e-075
198.100000	0.121543	-5.601957	0.000000	1.538442e+018	3.100427e-075
198.200000	0.121454	-5.602046	0.000000	1.581203e+018	3.089794e-075
198.300000	0.121364	-5.602136	0.000000	1.625168e+018	3.079157e-075
198.400000	0.121274	-5.602226	0.000000	1.670370e+018	3.068517e-075
198.500000	0.121184	-5.602316	0.000000	1.716845e+018	3.057872e-075
198.600000	0.121093	-5.602407	0.000000	1.764629e+018	3.047221e-075
198.700000	0.121002	-5.602498	0.000000	1.813758e+018	3.036564e-075
198.800000	0.120911	-5.602589	0.000000	1.864269e+018	3.025900e-075
198.900000	0.120819	-5.602681	0.000000	1.916202e+018	3.015227e-075
199.000000	0.120726	-5.602774	0.000000	1.969597e+018	3.004545e-075
199.100000	0.120634	-5.602866	0.000000	2.024494e+018	2.993854e-075
199.200000	0.120541	-5.602959	0.000000	2.080936e+018	2.983151e-075
