x	Ec	Ev	Ef	n	p
0.000000	2.500000	-3.223500	0.000000	1.777686e-005	1.660711e-035
5.000000	2.390774	-3.332726	0.000000	1.552160e-006	2.487845e-037
10.000000	2.284715	-3.438785	0.000000	1.422900e-008	4.209723e-039
15.000000	2.181822	-3.541678	0.000000	9.349600e-006	8.045777e-041
20.000000	2.082094	-3.641406	0.000000	4.257563e-009	1.736799e-042
25.000000	1.985530	-3.737970	0.000000	3.761040e-005	4.234303e-044
30.000000	1.892130	-3.831370	0.000000	1.848652e-007	1.165866e-045
35.000000	1.801891	-3.921609	0.000000	3.529104e-005	3.625213e-047
40.000000	1.714813	-4.008687	0.000000	1.340298e-005	1.272979e-048
45.000000	1.630896	-4.092604	0.000000	2.744254e-005	5.047737e-050
50.000000	1.550138	-4.173362	0.000000	2.199474e-004	2.260193e-051
55.000000	1.472539	-4.250961	0.000000	2.214069e-003	1.142758e-052
60.000000	1.398097	-4.325403	0.000000	2.288353e-002	6.523927e-054
65.000000	1.326812	-4.396688	0.000000	2.108478e-001	4.205312e-055
70.000000	1.258684	-4.464816	0.000000	1.732495e+000	3.060625e-056
75.000000	1.193712	-4.529788	0.000000	1.269693e+001	2.514977e-057
80.000000	1.131894	-4.591606	0.000000	8.309855e+001	2.333244e-058
85.000000	1.073232	-4.650268	0.000000	4.867623e+002	2.443880e-059
90.000000	1.017723	-4.705777	0.000000	2.559846e+003	2.889917e-060
95.000000	0.965368	-4.758132	0.000000	1.213123e+004	3.858069e-061
100.000000	0.916167	-4.807333	0.000000	5.201025e+004	5.814708e-062
105.000000	0.870119	-4.853381	0.000000	2.024393e+005	9.893605e-063
110.000000	0.827223	-4.896277	0.000000	7.172333e+005	1.900407e-063
115.000000	0.787481	-4.936019	0.000000	2.316543e+006	4.120989e-064
120.000000	0.750891	-4.972609	0.000000	6.824440e+006	1.008830e-064
125.000000	0.717454	-5.006046	0.000000	1.833642e+007	2.788022e-065
130.000000	0.687169	-5.036331	0.000000	4.492259e+007	8.698352e-066
135.000000	0.660038	-5.063462	0.000000	1.003236e+008	3.063674e-066
140.000000	0.636060	-5.087440	0.000000	2.041936e+008	1.218194e-066
145.000000	0.615235	-5.108265	0.000000	3.787140e+008	5.468429e-067
150.000000	0.597563	-5.125937	0.000000	6.399532e+008	2.771321e-067
155.000000	0.583046	-5.140454	0.000000	9.851413e+008	1.585608e-067
160.000000	0.571683	-5.151817	0.000000	1.381398e+009	1.024228e-067
165.000000	0.563476	-5.160024	0.000000	1.764312e+009	7.469623e-068
170.000000	0.558423	-5.165077	0.000000	2.052307e+009	6.150506e-068
175.000000	0.556528	-5.166972	0.000000	2.174375e+009	5.717997e-068
180.000000	0.557789	-5.165711	0.000000	2.101777e+009	6.002182e-068
185.000000	0.562208	-5.161292	0.000000	1.899144e+009	7.114082e-068
190.000000	0.569785	-5.153715	0.000000	2.102202e+009	9.521072e-068
190.100000	0.569936	-5.153564	0.000000	2.132689e+009	9.576729e-068
190.200000	0.570088	-5.153412	0.000000	2.165142e+009	9.632711e-068
190.300000	0.570239	-5.153261	0.000000	2.199664e+009	9.689021e-068
190.400000	0.570391	-5.153109	0.000000	2.236359e+009	9.745660e-068
190.500000	0.570543	-5.152957	0.000000	2.275339e+009	9.802629e-068
190.600000	0.570694	-5.152806	0.000000	2.316721e+009	9.859932e-068
190.700000	0.570846	-5.152654	0.000000	2.360629e+009	9.917570e-068
190.800000	0.570997	-5.152503	0.000000	2.407192e+009	9.975544e-068
190.900000	0.571149	-5.152351	0.000000	2.456546e+009	1.003386e-067
191.000000	0.571300	-5.152200	0.000000	2.508834e+009	1.009251e-067
191.100000	0.571452	-5.152048	0.000000	2.564207e+009	1.015151e-067
191.200000	0.571603	-5.151897	0.000000	2.622824e+009	1.021085e-067
191.300000	0.571755	-5.151745	0.000000	2.684851e+009	1.027054e-067
191.400000	0.571906	-5.151594	0.000000	2.750462e+009	1.033058e-067
191.500000	0.572058	-5.151442	0.000000	2.819843e+009	1.039097e-067
191.600000	0.572210	-5.151290	0.000000	2.893187e+009	1.045171e-067
191.700000	0.572361	-5.151139	0.000000	2.970697e+009	1.051281e-067
191.800000	0.572513	-5.150987	0.000000	3.052587e+009	1.057426e-067
191.900000	0.572664	-5.150836	0.000000	3.139082e+009	1.063607e-067
192.000000	0.572816	-5.150684	0.000000	3.230420e+009	1.069825e-067
192.100000	0.572967	-5.150533	0.000000	3.326849e+009	1.076079e-067
192.200000	0.573119	-5.150381	0.000000	3.428630e+009	1.082369e-067
192.300000	0.573270	-5.150230	0.000000	3.536040e+009	1.088696e-067
192.400000	0.573422	-5.150078	0.000000	3.649367e+009	1.095060e-067
192.500000	0.573573	-5.149927	0.000000	3.768915e+009	1.101462e-067
192.600000	0.573725	-5.149775	0.000000	3.895006e+009	1.107900e-067
192.700000	0.573876	-5.149624	0.000000	4.027974e+009	1.114377e-067
192.800000	0.574028	-5.149472	0.000000	4.168175e+009	1.120891e-067
192.900000	0.574180	-5.149320	0.000000	4.315979e+009	1.127443e-067
193.000000	0.574331	-5.149169	0.000000	4.471780e+009	1.134034e-067
193.100000	0.574483	-5.149017	0.000000	4.635987e+009	1.140663e-067
193.200000	0.574634	-5.148866	0.000000	4.809035e+009	1.147331e-067
193.300000	0.574786	-5.148714	0.000000	4.991377e+009	1.154038e-067
193.400000	0.574937	-5.148563	0.000000	5.183493e+009	1.160784e-067
193.500000	0.575089	-5.148411	0.000000	5.385887e+009	1.167570e-067
193.600000	0.575240	-5.148260	0.000000	5.599087e+009	1.174395e-067
193.700000	0.575392	-5.148108	0.000000	5.823650e+009	1.181260e-067
193.800000	0.575543	-5.147957	0.000000	6.060162e+009	1.188165e-067
193.900000	0.575695	-5.147805	0.000000	6.309239e+009	1.195111e-067
194.000000	0.575847	-5.147653	0.000000	6.571529e+009	1.202097e-067
194.100000	0.575998	-5.147502	0.000000	6.847712e+009	1.209124e-067
194.200000	0.576150	-5.147350	0.000000	7.138505e+009	1.216192e-067
194.300000	0.576301	-5.147199	0.000000	7.444661e+009	1.223302e-067
194.400000	0.576453	-5.147047	0.000000	7.766974e+009	1.230453e-067
194.500000	0.576604	-5.146896	0.000000	8.106276e+009	1.237645e-067
194.600000	0.576756	-5.146744	0.000000	8.463445e+009	1.244880e-067
194.700000	0.576907	-5.146593	0.000000	8.839402e+009	1.252157e-067
194.800000	0.577059	-5.146441	0.000000	9.235117e+009	1.259477e-067
194.900000	0.577210	-5.146290	0.000000	9.651611e+009	1.266839e-067
